FusionName	Fusion_Type	Gene_Symbol	Gene_Position	Fusion_anno	BreakpointLocation	annots	Kinase_domain_retained_Gene1A	Kinase_domain_retained_Gene1B	Reciprocal_exists_either_gene_kinase	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Total_alterations_Over_Patients_in_dataset	Frequency_in_overall_dataset	Total_primary_tumors_mutated_Over_Primary_tumors_in_dataset	Frequency_in_primary_tumors	Total_relapse_tumors_mutated_Over_Relapse_tumors_in_dataset	Frequency_in_relapse_tumors
FAM172A--ST8SIA4/RN7SL802P	frameshift	FAM172A	Gene1A		Intergenic	[], duplication			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
FER--AC114300.1/RPL19P11	frameshift	FER	Gene1A		Intergenic	[], duplication	No		FALSE	Kinase, Kinase				1/1042	0.10%	0/335	0.00%	0/0	
MAP1B--AC091825.1/SPRY4	other	MAP1B	Gene1A		Intergenic	[], inversion			FALSE					1/1042	0.10%	0/335	0.00%	0/0	
NDST1--ACSL6	other	NDST1	Gene1A		Genic	[INTRACHROMOSOMAL[chr5:18.47Mb]], inversion			FALSE		CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
C9orf3--ASTN2	frameshift	C9orf3	Gene1A		Genic	[INTRACHROMOSOMAL[chr9:21.34Mb]], inversion			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
ABR--AC244154.1/MRPL45	frameshift	ABR	Gene1A		Intergenic	[], duplication			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
BCAS3--TNRC6C	in-frame	BCAS3	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:16.57Mb]], deletion			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
FBXL20--MED24	frameshift	FBXL20	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:0.62Mb]], duplication			FALSE					1/1042	0.10%	0/335	0.00%	0/0	
FBXL20--MED24	in-frame	FBXL20	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:0.62Mb]], duplication			FALSE					1/1042	0.10%	0/335	0.00%	0/0	
LEPR--DNAJC6	other	LEPR	Gene1A		Genic	[INTRACHROMOSOMAL[chr1:0.11Mb]], duplication			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
MIR4697HG--NDRG2	other	MIR4697HG	Gene1A		Genic	[INTERCHROMOSOMAL[chr11--chr14]], translocation			FALSE		TumorSuppressorGene, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
NF1--AC004148.2	frameshift	NF1	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:25.66Mb]], duplication/5'-5'			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PPM1E--CRHR1	frameshift	PPM1E	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:12.92Mb]], duplication			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PPM1E--CRHR1	other	PPM1E	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:12.92Mb]], duplication			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PPM1E--LINC02210-CRHR1	frameshift	PPM1E	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:12.94Mb]], duplication			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PPM1E--LINC02210-CRHR1	other	PPM1E	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:12.94Mb]], duplication			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
TAOK1--AC118755.1	frameshift	TAOK1	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:19.74Mb]], inversion	No		FALSE	Kinase				1/1042	0.10%	0/335	0.00%	0/0	
TAOK1--AC118755.1	other	TAOK1	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:19.74Mb]]	No		FALSE	Kinase				1/1042	0.10%	0/335	0.00%	0/0	
TNRC6C--BCAS3	frameshift	TNRC6C	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:16.57Mb]], duplication			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
WDR45B--AATK	frameshift	WDR45B	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:1.45Mb]], deletion		No	FALSE		Kinase			1/1042	0.10%	0/335	0.00%	0/0	
WDR45B--AATK	in-frame	WDR45B	Gene1A		Genic	[INTRACHROMOSOMAL[chr17:1.45Mb]], deletion		Yes	FALSE		Kinase			1/1042	0.10%	0/335	0.00%	0/0	
AKT3--CEP170	frameshift	AKT3	Gene1A		Genic	[CCLE, FA_CancerSupp, Klijn_CellLines, INTRACHROMOSOMAL[chr1:0.23Mb]], deletion	No		FALSE	Kinase, CosmicCensus, Oncogene, Kinase				1/1042	0.10%	0/335	0.00%	0/0	
COL1A1--RPAP3	frameshift	COL1A1	Gene1A		Genic	[INTERCHROMOSOMAL[chr17--chr12]]			FALSE	CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
EP400--FBXO30	other	EP400	Gene1A		Genic	[INTERCHROMOSOMAL[chr12--chr6]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
GPBP1--SV2C	other	GPBP1	Gene1A		Genic	[INTRACHROMOSOMAL[chr5:18.82Mb]]			FALSE	TranscriptionFactor				1/1042	0.10%	0/335	0.00%	0/0	
INSR--TERF2	frameshift	INSR	Gene1A		Genic	[INTERCHROMOSOMAL[chr19--chr16]]	No		FALSE	Kinase, Kinase	TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
RGS5--PHOX2A	other	RGS5	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr11]]			FALSE		TumorSuppressorGene, TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
VPS53--PTOV1	in-frame	VPS53	Gene1A		Genic	[INTERCHROMOSOMAL[chr17--chr19]]			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
ZNF284--CLSTN3	other	ZNF284	Gene1A		Genic	[INTERCHROMOSOMAL[chr19--chr12]]			FALSE	TranscriptionFactor				1/1042	0.10%	0/335	0.00%	0/0	
FAM49A--NBAS	in-frame	FAM49A	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:0.99Mb]], deletion			FALSE	Oncogene				2/1042	0.19%	0/335	0.00%	0/0	
NEK1--CLCN3	frameshift	NEK1	Gene1A		Genic	[INTRACHROMOSOMAL[chr4:0.00Mb], LOCAL_INVERSION:-:+:[4]], duplication/5'-5'	Yes		FALSE	Kinase, Kinase				1/1042	0.10%	0/335	0.00%	0/0	
AC022145.2--MLLT10	other	AC022145.2	Gene1A		Genic	[INTERCHROMOSOMAL[chr19--chr10]], translocation/3'-3'			FALSE		CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
AC090114.3--NOBOX	other	AC090114.3	Gene1A		Genic	[INTRACHROMOSOMAL[chr7:15.78Mb]], inversion			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
BRAF--CALD1	in-frame	BRAF	Gene1A		Genic	[INTRACHROMOSOMAL[chr7:5.75Mb]], inversion	No		FALSE	Kinase, CosmicCensus, Oncogene, Kinase				1/1042	0.10%	0/335	0.00%	0/0	
KIAA1549--POR	frameshift	KIAA1549	Gene1A		Genic	[INTRACHROMOSOMAL[chr7:62.84Mb]], inversion			FALSE	CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
MAD1L1--BRAF	in-frame	MAD1L1	Gene1A		Genic	[INTRACHROMOSOMAL[chr7:138.49Mb]], duplication		Yes	FALSE	TumorSuppressorGene, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/1042	0.10%	0/335	0.00%	0/0	
B3GLCT--DIP2C	other	B3GLCT	Gene1A		Genic	[INTERCHROMOSOMAL[chr13--chr10]]			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
C3AR1--CLSTN1	frameshift	C3AR1	Gene1A		Genic	[INTERCHROMOSOMAL[chr12--chr1]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
CAPN10--RALGPS2	other	CAPN10	Gene1A		Genic	[INTERCHROMOSOMAL[chr2--chr1]]			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
CDO1--RPL7L1	other	CDO1	Gene1A		Genic	[INTERCHROMOSOMAL[chr5--chr6]]			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
CUL3--HP1BP3	other	CUL3	Gene1A		Genic	[INTERCHROMOSOMAL[chr2--chr1]]			FALSE	CosmicCensus				1/1042	0.10%	0/335	0.00%	0/0	
DDX1--ZFHX3	frameshift	DDX1	Gene1A		Genic	[INTERCHROMOSOMAL[chr2--chr16]]			FALSE	Oncogene	TumorSuppressorGene, CosmicCensus, Oncogene, TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
ECHS1--STK35	other	ECHS1	Gene1A		Genic	[INTERCHROMOSOMAL[chr10--chr20]]		No	FALSE		Kinase			1/1042	0.10%	0/335	0.00%	0/0	
EDF1--MEG3	other	EDF1	Gene1A		Genic	[INTERCHROMOSOMAL[chr9--chr14]]			FALSE		TumorSuppressorGene, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
EIF4G1--PRRC2A	in-frame	EIF4G1	Gene1A		Genic	[INTERCHROMOSOMAL[chr3--chr6]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
EZH1--ZNF8	other	EZH1	Gene1A		Genic	[INTERCHROMOSOMAL[chr17--chr19]]			FALSE	TumorSuppressorGene	TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
FAM221A--ZNF445	other	FAM221A	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr3]]			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
FER--DHX15	other	FER	Gene1A		Genic	[INTERCHROMOSOMAL[chr5--chr4]]	Yes		FALSE	Kinase, Kinase				1/1042	0.10%	0/335	0.00%	0/0	
IKZF5--MARCH9	in-frame	IKZF5	Gene1A		Genic	[INTERCHROMOSOMAL[chr10--chr12]]			FALSE	TranscriptionFactor				1/1042	0.10%	0/335	0.00%	0/0	
IPO13--HNRNPK	other	IPO13	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr9]]			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
IPO13--MIR7-1	other	IPO13	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr9]]			FALSE		TumorSuppressorGene, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
JAZF1--DBH	other	JAZF1	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr9]]			FALSE	CosmicCensus, Oncogene, TranscriptionFactor				1/1042	0.10%	0/335	0.00%	0/0	
KAT6A--EIF2D	other	KAT6A	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr1]]			FALSE	CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
KIAA1324L--MEG3	other	KIAA1324L	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr14]]			FALSE		TumorSuppressorGene, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
MALAT1--CHGB	other	MALAT1	Gene1A		Genic	[INTERCHROMOSOMAL[chr11--chr20]]			FALSE	CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
MEG3--7SK	other	MEG3	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr1]]			FALSE	TumorSuppressorGene, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
MEG3--AC006064.5	other	MEG3	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr12]]			FALSE	TumorSuppressorGene, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
MEG3--CLASP1	other	MEG3	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr2]]			FALSE	TumorSuppressorGene, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
MEG3--SCARNA10	other	MEG3	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr12]]			FALSE	TumorSuppressorGene, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
OSCP1--ZER1	other	OSCP1	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr9]]			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
PCM1--FPR3	other	PCM1	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr19]]			FALSE	CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PLPP5--FZR1	other	PLPP5	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr19]]			FALSE		TumorSuppressorGene			1/1042	0.10%	0/335	0.00%	0/0	
PLPPR4--MALAT1	other	PLPPR4	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr11]]			FALSE		CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
PSAP--AC012181.2	other	PSAP	Gene1A		Genic	[INTERCHROMOSOMAL[chr10--chr16]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PSAP--AC012181.3	other	PSAP	Gene1A		Genic	[INTERCHROMOSOMAL[chr10--chr16]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
RNF115--EP300	other	RNF115	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr22]]			FALSE		CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
SEM1--ZNF804A	other	SEM1	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr2]]			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
SFRP1--LEPROTL1	other	SFRP1	Gene1A		Genic	[INTRACHROMOSOMAL[chr8:11.08Mb]]			FALSE	TumorSuppressorGene	CosmicCensus			1/1042	0.10%	0/335	0.00%	0/0	
SRPK1--CTGF	other	SRPK1	Gene1A		Genic	[INTRACHROMOSOMAL[chr6:96.03Mb]]	Yes		FALSE	Kinase, Kinase	TumorSuppressorGene, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
SYNE2--CNBP	other	SYNE2	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr3]]			FALSE	Oncogene	CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
TAOK2--MALAT1	other	TAOK2	Gene1A		Genic	[INTERCHROMOSOMAL[chr16--chr11]]	No		FALSE	Kinase	CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
VPS26B--RNF213	other	VPS26B	Gene1A		Genic	[INTERCHROMOSOMAL[chr11--chr17]]			FALSE		CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
B4GALT1--BAG1	in-frame	B4GALT1	Gene1A	TCGAFusion	Genic	[CCLE, ChimerSeq, FA_CancerSupp, Klijn_CellLines, INTRACHROMOSOMAL[chr9:0.08Mb], LOCAL_REARRANGEMENT:-:[80464]], duplication			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
YWHAG--NCOR2	frameshift	YWHAG	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr12]], translocation			FALSE		CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
ZNF528/DPPA5P1--LGALS3BP	other	ZNF528	Gene1A		Intergenic	[], translocation			FALSE	TranscriptionFactor	Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
DPYSL2--MEG3	frameshift	DPYSL2	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr14]], translocation			FALSE		TumorSuppressorGene, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
MGA--NIN	other	MGA	Gene1A		Genic	[INTERCHROMOSOMAL[chr15--chr14]]			FALSE	TranscriptionFactor	CosmicCensus, Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
MGMT--SUPT3H	frameshift	MGMT	Gene1A		Genic	[INTERCHROMOSOMAL[chr10--chr6]], translocation			FALSE	CosmicCensus				1/1042	0.10%	0/335	0.00%	0/0	
RAC3--AARS	in-frame	RAC3	Gene1A		Genic	[INTERCHROMOSOMAL[chr17--chr16]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
SERPINI2--WDR49/PDCD10	other	SERPINI2	Gene1A		Intergenic	[], duplication			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
BCR--PNPT1	in-frame	BCR	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr2]], translocation			FALSE	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
GAB2--ARHGAP32	in-frame	GAB2	Gene1A		Genic	[INTRACHROMOSOMAL[chr11:50.55Mb]], duplication			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
HECTD4--CCDC94	frameshift	HECTD4	Gene1A		Genic	[INTERCHROMOSOMAL[chr12--chr19]], translocation			FALSE					1/1042	0.10%	0/335	0.00%	0/0	
DDX1--GALNT14	frameshift	DDX1	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:15.28Mb]], inversion			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
SPAST--ITSN2/NCOA1	frameshift	SPAST	Gene1A		Intergenic	[], duplication			FALSE					1/1042	0.10%	0/335	0.00%	0/0	
SPAST--NCOA1	frameshift	SPAST	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:7.29Mb]], duplication			FALSE		CosmicCensus, Oncogene, TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
SPAST--NCOA1	other	SPAST	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:7.29Mb]]			FALSE		CosmicCensus, Oncogene, TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
AGO2--GPM6A	frameshift	AGO2	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr4]], translocation			FALSE					1/1042	0.10%	0/335	0.00%	0/0	
AGO2--GPM6A	in-frame	AGO2	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr4]], translocation			FALSE					1/1042	0.10%	0/335	0.00%	0/0	
CBR4--PVT1	frameshift	CBR4	Gene1A		Genic	[INTERCHROMOSOMAL[chr4--chr8]], translocation			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
PVT1_1--ZFP42	other	PVT1_1	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr4]], translocation			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
PVT1--AC106895.2	other	PVT1	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr4]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PVT1--AC106895.2	other	PVT1	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr4]], translocation			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PVT1--AC108073.1	other	PVT1	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr4]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PVT1--ADAM20P3/AC108073.1	other	PVT1	Gene1A		Intergenic	[], translocation			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PVT1--CASC11	other	PVT1	Gene1A		Genic	[ChimerSeq, CCLE, FA_CancerSupp, INTRACHROMOSOMAL[chr8:0.06Mb], LOCAL_INVERSION:+:-:[60566]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
PVT1--ZFP42	other	PVT1	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr4]], translocation			FALSE	Oncogene	TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
SKP2--IWS1	frameshift	SKP2	Gene1A		Genic	[INTERCHROMOSOMAL[chr5--chr2]], translocation			FALSE	TumorSuppressorGene, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
TP73-AS1--AKAP8	other	TP73-AS1	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr19]], translocation/5'-5'			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
KMT2C--SORBS2	other	KMT2C	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr4]]			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene	Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
MLLT11--KIAA0408	other	MLLT11	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr6]], translocation			FALSE	CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
MLLT11--SOGA3	other	MLLT11	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr6]], translocation			FALSE	CosmicCensus, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
P4HA2--TCF12	other	P4HA2	Gene1A		Genic	[INTERCHROMOSOMAL[chr5--chr15]]			FALSE		CosmicCensus, Oncogene, TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
RNF139--PDCD2	frameshift	RNF139	Gene1A		Genic	[INTERCHROMOSOMAL[chr8--chr6]]			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
AC022387.1--DDR2	other	AC022387.1	Gene1A		Genic	[INTERCHROMOSOMAL[chr10--chr1]], translocation/3'-3'		No	FALSE		Kinase, TumorSuppressorGene, CosmicCensus, Kinase			2/1042	0.19%	0/335	0.00%	0/0	
CLIP4--MYT1L	other	CLIP4	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:26.77Mb]], duplication/5'-5'			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
FOXK2--AC091152.3/SMCO4P1	frameshift	FOXK2	Gene1A		Intergenic	[], duplication			FALSE	TranscriptionFactor				1/1042	0.10%	0/335	0.00%	0/0	
FOXK2--FZD2/AC091152.3	frameshift	FOXK2	Gene1A		Intergenic	[], duplication			FALSE	TranscriptionFactor				1/1042	0.10%	0/335	0.00%	0/0	
UNC5A--LINC02159	frameshift	UNC5A	Gene1A		Genic	[INTRACHROMOSOMAL[chr5:15.87Mb]], inversion			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
ARHGAP15--ZEB2	in-frame	ARHGAP15	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:0.60Mb]], inversion			FALSE		Oncogene, TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
HCG22--GGNBP2	other	HCG22	Gene1A		Genic	[INTERCHROMOSOMAL[chr6--chr17]], translocation			FALSE		TumorSuppressorGene			1/1042	0.10%	0/335	0.00%	0/0	
ZNF66--ZNF626/AC010329.5	frameshift	ZNF66	Gene1A		Intergenic	[], duplication			FALSE	TranscriptionFactor	TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
BMPR1B--ATOH1/AC096746.1	other	BMPR1B	Gene1A		Intergenic	[], duplication	No		FALSE	Kinase, Kinase	TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
SRCAP--AC093249.1/PRR14	frameshift	SRCAP	Gene1A		Intergenic	[], duplication			FALSE	TranscriptionFactor				1/1042	0.10%	0/335	0.00%	0/0	
IGF2R--PID1	frameshift	IGF2R	Gene1A		Genic	[INTERCHROMOSOMAL[chr6--chr2]], translocation			FALSE	TumorSuppressorGene, Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
INCENP--TXNIP	other	INCENP	Gene1A		Genic	[INTERCHROMOSOMAL[chr11--chr1]]			FALSE		TumorSuppressorGene			1/1042	0.10%	0/335	0.00%	0/0	
TNKS2--LCOR	in-frame	TNKS2	Gene1A		Genic	[INTRACHROMOSOMAL[chr10:4.97Mb]], deletion			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
GNPAT--CAPN9	in-frame	GNPAT	Gene1A	TCGAFusion	Genic	[INTRACHROMOSOMAL[chr1:0.44Mb]], duplication			FALSE					1/1042	0.10%	0/335	0.00%	0/0	
TMEM245--DLGAP1	frameshift	TMEM245	Gene1A		Genic	[INTERCHROMOSOMAL[chr9--chr18]], translocation			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
NCK2--FHL2/NCK2	other	NCK2	Gene1A		Intergenic	[], duplication			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
AC048338.1--CLIP1	frameshift	AC048338.1	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:0.01Mb], LOCAL_REARRANGEMENT:-:[5009]], duplication			FALSE		CosmicCensus			1/1042	0.10%	0/335	0.00%	0/0	
VPS33A--CLIP1	frameshift	VPS33A	Gene1A		Genic	[FA_CancerSupp, INTRACHROMOSOMAL[chr12:0.00Mb], LOCAL_REARRANGEMENT:-:[4911]], duplication			FALSE		CosmicCensus			1/1042	0.10%	0/335	0.00%	0/0	
SYNE1--CYFIP2	in-frame	SYNE1	Gene1A		Genic	[INTERCHROMOSOMAL[chr6--chr5]], translocation			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
NUP188--NELFCD	frameshift	NUP188	Gene1A		Genic	[INTERCHROMOSOMAL[chr9--chr20]], translocation			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
AC083949.1--TDGF1P3	other	AC083949.1	Gene1A		Genic	[INTERCHROMOSOMAL[chr2--chrX]], translocation			FALSE		Oncogene			1/1042	0.10%	0/335	0.00%	0/0	
ARHGEF3--CACNA2D3	in-frame	ARHGEF3	Gene1A		Genic	[INTRACHROMOSOMAL[chr3:1.65Mb]], inversion			FALSE		TumorSuppressorGene			1/1042	0.10%	0/335	0.00%	0/0	
CACNA1D--LINC01317	frameshift	CACNA1D	Gene1A		Genic	[INTERCHROMOSOMAL[chr3--chr2]], translocation			FALSE	CosmicCensus				1/1042	0.10%	0/335	0.00%	0/0	
CACNA1D--LINC01317	other	CACNA1D	Gene1A		Genic	[INTERCHROMOSOMAL[chr3--chr2]], translocation			FALSE	CosmicCensus				1/1042	0.10%	0/335	0.00%	0/0	
CACNA2D3--UBXN2A	frameshift	CACNA2D3	Gene1A		Genic	[INTERCHROMOSOMAL[chr3--chr2]], translocation			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
CACNA2D3--UBXN2A	other	CACNA2D3	Gene1A		Genic	[INTERCHROMOSOMAL[chr3--chr2]]			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
CGREF1--CACNA1D	other	CGREF1	Gene1A		Genic	[INTERCHROMOSOMAL[chr2--chr3]], translocation			FALSE		CosmicCensus			1/1042	0.10%	0/335	0.00%	0/0	
CNOT10--ZNF385D	frameshift	CNOT10	Gene1A		Genic	[INTRACHROMOSOMAL[chr3:10.31Mb]], inversion			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
CNOT10--ZNF385D	other	CNOT10	Gene1A		Genic	[INTRACHROMOSOMAL[chr3:10.31Mb]]			FALSE		TranscriptionFactor			1/1042	0.10%	0/335	0.00%	0/0	
CNTN4--PLCL2	frameshift	CNTN4	Gene1A		Genic	[INTRACHROMOSOMAL[chr3:13.74Mb]], deletion			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
CNTN4--SYN2	in-frame	CNTN4	Gene1A		Genic	[INTRACHROMOSOMAL[chr3:8.95Mb]], deletion			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
CNTN4--SYN2	frameshift	CNTN4	Gene1A		Genic	[INTRACHROMOSOMAL[chr3:8.95Mb]], deletion			FALSE	Oncogene				1/1042	0.10%	0/335	0.00%	0/0	
CTDSPL--SPATA12	frameshift	CTDSPL	Gene1A		Genic	[INTRACHROMOSOMAL[chr3:19.08Mb]], deletion			FALSE	TumorSuppressorGene				1/1042	0.10%	0/335	0.00%	0/0	
