LeftBreakpoint	RightBreakpoint	FusionName	Sample	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
13:48976917	6:163314827	FNDC3A--PACRG	BS_S5P8VTN5	ARRIBA	other	13	1	high	[INTERCHROMOSOMAL[chr13--chr6]],translocation	FNDC3A	NA	PACRG	NA	NA	TumorSuppressorGene	NA	NA	NA
13:48976177	6:163314827	FNDC3A--PACRG	BS_S5P8VTN5	STARFUSION	other	23	1	NA	[INTERCHROMOSOMAL[chr13--chr6]]	FNDC3A	NA	PACRG	NA	NA	TumorSuppressorGene	NA	NA	NA
13:48976917	6:163314827	FNDC3A--PACRG	BS_S5P8VTN5	STARFUSION	other	13	1	NA	[INTERCHROMOSOMAL[chr13--chr6]]	FNDC3A	NA	PACRG	NA	NA	TumorSuppressorGene	NA	NA	NA
15:34488963	15:34490796	HNRNPLP2--HNRNPLP2(225)/FSCN1P1(3624)	BS_S5P8VTN5	ARRIBA	other	8	0	medium	[],duplication	HNRNPLP2	NA	HNRNPLP2	FSCN1P1	NA	NA	NA	NA	NA
2:25980373	X:103450497	KIF3C--AL606763.1(42198)/Z69733.1(47026)	BS_S5P8VTN5	ARRIBA	frameshift	2	0	high	[],translocation	KIF3C	NA	AL606763.1	Z69733.1	NA	NA	NA	NA	NA
1:39455097	19:54435828	MACF1--TTYH1	BS_S5P8VTN5	ARRIBA	frameshift	1	1	low	[INTERCHROMOSOMAL[chr1--chr19]],translocation	MACF1	NA	TTYH1	NA	Oncogene	Oncogene	NA	NA	NA
3:12663813	3:13399861	RAF1--NUP210	BS_S5P8VTN5	ARRIBA	other	19	2	high	[INTRACHROMOSOMAL[chr3:0.65Mb]],duplication	RAF1	NA	NUP210	NA	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	NA	NA
3:12663813	3:13399861	RAF1--NUP210	BS_S5P8VTN5	STARFUSION	other	19	3	NA	[INTRACHROMOSOMAL[chr3:0.65Mb]]	RAF1	NA	NUP210	NA	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S5P8VTN5	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
21:10543382	21:10454134	TPTE--BAGE2	BS_S5P8VTN5	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr21:0.01Mb],LOCAL_REARRANGEMENT:+:[5122]],duplication	TPTE	NA	BAGE2	NA	NA	NA	NA	NA	NA
21:10527412	21:10482740	TPTE--BAGE2	BS_S5P8VTN5	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr21:0.01Mb],LOCAL_REARRANGEMENT:+:[5122]],duplication	TPTE	NA	BAGE2	NA	NA	NA	NA	NA	NA
21:10527412	21:10499475	TPTE--BAGE2	BS_S5P8VTN5	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr21:0.01Mb],LOCAL_REARRANGEMENT:+:[5122]],duplication	TPTE	NA	BAGE2	NA	NA	NA	NA	NA	NA
21:10527412	21:10514122	TPTE--BAGE2	BS_S5P8VTN5	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr21:0.01Mb],LOCAL_REARRANGEMENT:+:[5122]],duplication	TPTE	NA	BAGE2	NA	NA	NA	NA	NA	NA
4:176177654	4:176149807	WDR17--WDR17	BS_S5P8VTN5	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr4:0.12Mb]],duplication/non-canonical_splicing	WDR17	NA	WDR17	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S69QZAJR	ARRIBA	other	21	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S69QZAJR	ARRIBA	other	21	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
7:155503021	7:155509097	AC009403.2--AC009403.2	BS_S69QZAJR	ARRIBA	other	8	0	low	[SELFIE,INTRACHROMOSOMAL[chr7:0.17Mb]],duplication/non-canonical_splicing	AC009403.2	NA	AC009403.2	NA	NA	NA	NA	NA	NA
16:14932796	16:14766447	AC138932.1--AC136443.2	BS_S69QZAJR	ARRIBA	other	16	0	low	[INTRACHROMOSOMAL[chr16:0.14Mb]],duplication/5'-5'	AC138932.1	NA	AC136443.2	NA	NA	NA	NA	NA	NA
9:38471933	9:38426650	AL390726.6--IGFBPL1(2203)/AL390726.6(7046)	BS_S69QZAJR	ARRIBA	other	3	0	high	[],duplication	AL390726.6	NA	IGFBPL1	AL390726.6	NA	TumorSuppressorGene	NA	NA	NA
13:25589699	13:25570767	ATP8A2--ATP8A2	BS_S69QZAJR	ARRIBA	in-frame	5	2	low	[SELFIE,INTRACHROMOSOMAL[chr13:0.65Mb]],duplication/non-canonical_splicing	ATP8A2	NA	ATP8A2	NA	NA	NA	NA	NA	NA
1:181580776	1:181577766	CACNA1E--CACNA1E	BS_S69QZAJR	ARRIBA	frameshift	14	1	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.39Mb]],duplication/non-canonical_splicing	CACNA1E	NA	CACNA1E	NA	NA	NA	NA	NA	NA
5:24593260	5:24611139	CDH10--CDH10	BS_S69QZAJR	ARRIBA	frameshift	3	1	medium	[SELFIE,INTRACHROMOSOMAL[chr5:0.16Mb]],duplication	CDH10	NA	CDH10	NA	CosmicCensus, Oncogene	CosmicCensus, Oncogene	NA	NA	NA
2:124798320	2:124763672	CNTNAP5--CNTNAP5	BS_S69QZAJR	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.89Mb]],duplication/non-canonical_splicing	CNTNAP5	NA	CNTNAP5	NA	NA	NA	NA	NA	NA
7:29181290	7:29186547	CPVL--CPVL	BS_S69QZAJR	ARRIBA	other	22	2	low	[SELFIE,INTRACHROMOSOMAL[chr7:0.20Mb]],duplication/non-canonical_splicing	CPVL	NA	CPVL	NA	NA	NA	NA	NA	NA
3:55683794	3:55992250	ERC2--ERC2	BS_S69QZAJR	ARRIBA	in-frame	9	1	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.96Mb]],duplication/non-canonical_splicing	ERC2	NA	ERC2	NA	Oncogene	Oncogene	NA	NA	NA
8:138151194	8:138153216	FAM135B--FAM135B	BS_S69QZAJR	ARRIBA	frameshift	3	1	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.37Mb]],duplication/non-canonical_splicing	FAM135B	NA	FAM135B	NA	CosmicCensus	CosmicCensus	NA	NA	NA
5:151507582	7:151086546	FAT2--AGAP3	BS_S69QZAJR	ARRIBA	frameshift	1	2	medium	[INTERCHROMOSOMAL[chr5--chr7]],translocation	FAT2	NA	AGAP3	NA	Oncogene	NA	NA	NA	NA
4:93238490	4:93084995	GRID2--GRID2	BS_S69QZAJR	ARRIBA	frameshift	14	1	low	[SELFIE,INTRACHROMOSOMAL[chr4:1.51Mb]],duplication/non-canonical_splicing	GRID2	NA	GRID2	NA	NA	NA	NA	NA	NA
6:146399699	6:146398769	GRM1--GRM1	BS_S69QZAJR	ARRIBA	frameshift	17	4	low	[SELFIE,INTRACHROMOSOMAL[chr6:0.41Mb]],duplication/non-canonical_splicing	GRM1	NA	GRM1	NA	NA	NA	NA	NA	NA
6:34056544	6:34062028	GRM4--GRM4	BS_S69QZAJR	ARRIBA	in-frame	19	3	low	[SELFIE,INTRACHROMOSOMAL[chr6:0.14Mb]],duplication/non-canonical_splicing	GRM4	NA	GRM4	NA	NA	NA	NA	NA	NA
14:88227375	14:88263551	KCNK10--KCNK10	BS_S69QZAJR	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr14:0.15Mb]],duplication/non-canonical_splicing	KCNK10	NA	KCNK10	NA	NA	NA	NA	NA	NA
11:33545378	11:33541802	KIAA1549L--AL133399.1(90859)/KIAA1549L(270)	BS_S69QZAJR	ARRIBA	frameshift	3	0	low	[],duplication	KIAA1549L	NA	AL133399.1	KIAA1549L	NA	NA	NA	NA	NA
16:14932796	16:14766447	NPIPA1--AC136443.2	BS_S69QZAJR	ARRIBA	other	16	0	low	[INTRACHROMOSOMAL[chr16:0.15Mb]],duplication/5'-5'	NPIPA1	NA	AC136443.2	NA	NA	NA	NA	NA	NA
15:75943572	15:76011286	NRG4--NRG4	BS_S69QZAJR	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr15:0.12Mb]],duplication/non-canonical_splicing	NRG4	NA	NRG4	NA	NA	NA	NA	NA	NA
7:77951712	7:77920279	PHTF2--PHTF2	BS_S69QZAJR	ARRIBA	frameshift	2	1	low	[SELFIE,INTRACHROMOSOMAL[chr7:0.16Mb]],duplication/non-canonical_splicing	PHTF2	NA	PHTF2	NA	NA	NA	NA	NA	NA
12:15504069	12:15483974	PTPRO--PTPRO	BS_S69QZAJR	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRO	NA	PTPRO	NA	NA	NA	NA	NA	NA
12:70656704	12:70662605	PTPRR--PTPRR	BS_S69QZAJR	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.28Mb]],duplication/non-canonical_splicing	PTPRR	NA	PTPRR	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S69QZAJR	ARRIBA	other	21	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
6:13325094	6:7310029	TBC1D7--SSR1	BS_S69QZAJR	ARRIBA	in-frame	10	3	high	[INTRACHROMOSOMAL[chr6:5.92Mb]],deletion	TBC1D7	NA	SSR1	NA	NA	NA	NA	NA	NA
6:13326787	6:7310029	TBC1D7--SSR1	BS_S69QZAJR	ARRIBA	in-frame	8	1	high	[INTRACHROMOSOMAL[chr6:5.92Mb]],deletion	TBC1D7	NA	SSR1	NA	NA	NA	NA	NA	NA
2:39752380	2:39735229	THUMPD2--TMEM178A(17266)/THUMPD2(831)	BS_S69QZAJR	ARRIBA	other	4	1	medium	[],duplication	THUMPD2	NA	TMEM178A	THUMPD2	NA	NA	NA	NA	NA
X:146955175	X:146916390	Z99497.1--CXorf51A(101664)/Z99497.1(38685)	BS_S69QZAJR	ARRIBA	other	10	0	medium	[],duplication	Z99497.1	NA	CXorf51A	Z99497.1	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S6NJRR5W	ARRIBA	other	14	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S6NJRR5W	ARRIBA	other	14	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
14:49586867	6:52995635	AL139099.5--RN7SK	BS_S6NJRR5W	STARFUSION	other	5	10	NA	[INTERCHROMOSOMAL[chr14--chr6]]	AL139099.5	NA	RN7SK	NA	NA	NA	NA	NA	NA
12:106654351	12:106608797	RFX4--RFX4	BS_S6NJRR5W	ARRIBA	frameshift	7	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.18Mb]],duplication/non-canonical_splicing	RFX4	NA	RFX4	NA	TranscriptionFactor	TranscriptionFactor	NA	NA	NA
6:52995910	14:49862664	RN7SK--RN7SL2	BS_S6NJRR5W	STARFUSION	other	6	10	NA	[INTERCHROMOSOMAL[chr6--chr14]]	RN7SK	NA	RN7SL2	NA	NA	NA	NA	NA	NA
14:49586867	6:52995635	RN7SL1--RN7SK	BS_S6NJRR5W	STARFUSION	other	5	10	NA	[INTERCHROMOSOMAL[chr14--chr6]]	RN7SL1	NA	RN7SK	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S6NJRR5W	ARRIBA	other	14	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
2:62613836	2:70713184	AC092155.1--ADD2	BS_S6S7SK3P	ARRIBA	other	2	0	medium	[INTRACHROMOSOMAL[chr2:7.94Mb]],inversion/3'-3'	AC092155.1	NA	ADD2	NA	NA	NA	NA	NA	NA
2:70683591	9:11829360	ADD2--AL592227.1(210739)/AL589678.1(269300)	BS_S6S7SK3P	ARRIBA	frameshift	2	0	high	[],translocation	ADD2	NA	AL592227.1	AL589678.1	NA	NA	NA	NA	NA
2:70767886	2:62501262	ADD2--TMEM17	BS_S6S7SK3P	ARRIBA	frameshift	11	0	high	[INTRACHROMOSOMAL[chr2:8.10Mb]],inversion/5'-5'	ADD2	NA	TMEM17	NA	NA	NA	NA	NA	NA
4:62044549	9:26604525	ADGRL3--AL353753.1(486117)/AL442639.1(38172)	BS_S6S7SK3P	ARRIBA	frameshift	8	0	high	[],translocation	ADGRL3	NA	AL353753.1	AL442639.1	NA	NA	NA	NA	NA
3:43600384	3:58365874	ANO10--PXK	BS_S6S7SK3P	ARRIBA	frameshift	3	1	high	[INTRACHROMOSOMAL[chr3:14.64Mb]],inversion	ANO10	NA	PXK	NA	NA	NA	NA	NA	NA
3:43605714	3:58365874	ANO10--PXK	BS_S6S7SK3P	ARRIBA	frameshift	3	1	high	[INTRACHROMOSOMAL[chr3:14.64Mb]],inversion	ANO10	NA	PXK	NA	NA	NA	NA	NA	NA
2:202520201	2:218984305	BMPR2--FEV	BS_S6S7SK3P	ARRIBA	in-frame	4	0	medium	[INTRACHROMOSOMAL[chr2:16.41Mb]],inversion	BMPR2	NA	FEV	NA	Kinase, TumorSuppressorGene, Kinase	CosmicCensus, Oncogene, TranscriptionFactor	NA	NA	NA
16:52058368	16:52084566	C16orf97--LINC00919	BS_S6S7SK3P	ARRIBA	other	3	0	medium	[INTRACHROMOSOMAL[chr16:0.00Mb],LOCAL_REARRANGEMENT:-:[4591]],duplication	C16orf97	NA	LINC00919	NA	NA	NA	NA	NA	NA
4:185190143	4:62070109	CFAP97--ADGRL3	BS_S6S7SK3P	ARRIBA	frameshift	9	2	high	[INTRACHROMOSOMAL[chr4:123.08Mb]],inversion	CFAP97	NA	ADGRL3	NA	NA	NA	NA	NA	NA
4:185190143	4:62070109	CFAP97--ADGRL3	BS_S6S7SK3P	STARFUSION	in-frame	9	2	NA	[INTRACHROMOSOMAL[chr4:123.08Mb]]	CFAP97	NA	ADGRL3	NA	NA	NA	NA	NA	NA
14:73944335	6:105101213	FAM161B--BVES	BS_S6S7SK3P	ARRIBA	in-frame	1	1	high	[INTERCHROMOSOMAL[chr14--chr6]],translocation	FAM161B	NA	BVES	NA	NA	NA	NA	NA	NA
14:73943353	6:105114424	FAM161B--BVES	BS_S6S7SK3P	ARRIBA	other	1	1	medium	[INTERCHROMOSOMAL[chr14--chr6]],translocation	FAM161B	NA	BVES	NA	NA	NA	NA	NA	NA
8:11444031	10:43220912	FAM167A--RASGEF1A	BS_S6S7SK3P	ARRIBA	frameshift	2	0	high	[INTERCHROMOSOMAL[chr8--chr10]],translocation/5'-5'	FAM167A	NA	RASGEF1A	NA	NA	NA	NA	NA	NA
8:42959299	8:42970309	HOOK3--HOOK3	BS_S6S7SK3P	ARRIBA	frameshift	2	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr8:0.13Mb]],inversion/3'-3'	HOOK3	NA	HOOK3	NA	CosmicCensus, Oncogene	CosmicCensus, Oncogene	NA	NA	NA
1:88684628	10:96204616	PKN2--BLNK	BS_S6S7SK3P	ARRIBA	frameshift	4	0	high	[INTERCHROMOSOMAL[chr1--chr10]],translocation	PKN2	NA	BLNK	NA	Kinase, Kinase	TumorSuppressorGene	NA	NA	NA
1:88684628	10:96201058	PKN2--BLNK	BS_S6S7SK3P	ARRIBA	frameshift	1	0	low	[INTERCHROMOSOMAL[chr1--chr10]],translocation	PKN2	NA	BLNK	NA	Kinase, Kinase	TumorSuppressorGene	NA	NA	NA
1:88684628	10:96200158	PKN2--BLNK	BS_S6S7SK3P	ARRIBA	in-frame	1	0	low	[INTERCHROMOSOMAL[chr1--chr10]],translocation	PKN2	NA	BLNK	NA	Kinase, Kinase	TumorSuppressorGene	NA	NA	NA
3:121449315	3:108205318	POLQ--IFT57	BS_S6S7SK3P	ARRIBA	frameshift	3	0	high	[INTRACHROMOSOMAL[chr3:13.21Mb]],inversion/5'-5'	POLQ	NA	IFT57	NA	CosmicCensus	NA	NA	NA	NA
4:184666064	4:168511423	PRIMPOL--PALLD	BS_S6S7SK3P	ARRIBA	frameshift	3	0	high	[INTRACHROMOSOMAL[chr4:15.72Mb]],duplication	PRIMPOL	NA	PALLD	NA	NA	NA	NA	NA	NA
4:184661903	4:168511423	PRIMPOL--PALLD	BS_S6S7SK3P	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr4:15.72Mb]],duplication	PRIMPOL	NA	PALLD	NA	NA	NA	NA	NA	NA
9:15433636	11:34505753	SNAPC3--ELF5	BS_S6S7SK3P	ARRIBA	frameshift	5	0	high	[INTERCHROMOSOMAL[chr9--chr11]],translocation	SNAPC3	NA	ELF5	NA	Oncogene	TranscriptionFactor	NA	NA	NA
3:136417885	4:137394191	STAG1--SERF1AP1(93004)/STMN1P2(31235)	BS_S6S7SK3P	ARRIBA	frameshift	1	0	low	[],translocation	STAG1	NA	SERF1AP1	STMN1P2	CosmicCensus, Oncogene	NA	NA	NA	NA
1:172570730	1:113163460	SUCO--LRIG2(31200)/AL357055.1(5534)	BS_S6S7SK3P	ARRIBA	frameshift	2	1	high	[],inversion	SUCO	NA	LRIG2	AL357055.1	NA	NA	NA	NA	NA
3:11801893	3:55982738	TAMM41--ERC2	BS_S6S7SK3P	ARRIBA	other	3	1	medium	[INTRACHROMOSOMAL[chr3:43.66Mb]],inversion/5'-5'	TAMM41	NA	ERC2	NA	NA	Oncogene	NA	NA	NA
18:55350359	18:40838192	TCF4--RPL17P45(693688)/KC6(627591)	BS_S6S7SK3P	ARRIBA	frameshift	37	3	high	[],deletion	TCF4	NA	RPL17P45	KC6	TumorSuppressorGene, TranscriptionFactor	NA	NA	NA	NA
7:12094653	7:551470	THSD7A(262455)/TMEM106B(116588)--PRKAR1B	BS_S6S7SK3P	ARRIBA	other	2	0	medium	[],deletion	THSD7A	TMEM106B	PRKAR1B	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S71RJ8DH	ARRIBA	other	17	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S71RJ8DH	ARRIBA	other	17	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
10:21369967	10:21172477	AL158209.1--NEBL	BS_S71RJ8DH	STARFUSION	other	25	4	NA	[INTRACHROMOSOMAL[chr10:0.17Mb]]	AL158209.1	NA	NEBL	NA	NA	NA	NA	NA	NA
10:21372895	10:21172477	AL158209.1--NEBL	BS_S71RJ8DH	STARFUSION	other	12	4	NA	[INTRACHROMOSOMAL[chr10:0.17Mb]]	AL158209.1	NA	NEBL	NA	NA	NA	NA	NA	NA
22:29604112	22:28014392	NF2--TTC28	BS_S71RJ8DH	ARRIBA	frameshift	17	0	high	[INTRACHROMOSOMAL[chr22:0.92Mb]],inversion	NF2	NA	TTC28	NA	TumorSuppressorGene, CosmicCensus, Oncogene	NA	NA	NA	NA
22:29604112	22:28014392	NF2--TTC28	BS_S71RJ8DH	STARFUSION	frameshift	17	0	NA	[INTRACHROMOSOMAL[chr22:0.92Mb]]	NF2	NA	TTC28	NA	TumorSuppressorGene, CosmicCensus, Oncogene	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S71RJ8DH	ARRIBA	other	17	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S7CZY2CH	ARRIBA	other	6	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S7CZY2CH	ARRIBA	other	6	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
15:34488963	15:34490796	HNRNPLP2--HNRNPLP2(225)/FSCN1P1(3624)	BS_S7CZY2CH	ARRIBA	other	9	0	medium	[],duplication	HNRNPLP2	NA	HNRNPLP2	FSCN1P1	NA	NA	NA	NA	NA
10:94171496	10:94005450	PLCE1--PIPSL(43910)/PLCE1(25362)	BS_S7CZY2CH	ARRIBA	frameshift	2	0	low	[],duplication	PLCE1	NA	PIPSL	PLCE1	TumorSuppressorGene	NA	NA	TumorSuppressorGene	NA
10:94032252	10:94017339	PLCE1--PIPSL(55799)/PLCE1(13473)	BS_S7CZY2CH	ARRIBA	frameshift	5	0	low	[],duplication	PLCE1	NA	PIPSL	PLCE1	TumorSuppressorGene	NA	NA	TumorSuppressorGene	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S7CZY2CH	ARRIBA	other	6	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
8:50708978	8:50704600	SNTG1--SNTG1	BS_S7CZY2CH	ARRIBA	in-frame	21	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.88Mb]],duplication/non-canonical_splicing	SNTG1	NA	SNTG1	NA	NA	NA	NA	NA	NA
17:72185454	17:72221873	SOX9-AS1--SOX9-AS1	BS_S7CZY2CH	ARRIBA	other	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr17:0.20Mb]],duplication/non-canonical_splicing	SOX9-AS1	NA	SOX9-AS1	NA	NA	NA	NA	NA	NA
2:233966755	2:233937353	TRPM8--TRPM8	BS_S7CZY2CH	ARRIBA	frameshift	14	0	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.10Mb]],duplication/non-canonical_splicing	TRPM8	NA	TRPM8	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_S9929Z8B	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_S9929Z8B	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_S9929Z8B	ARRIBA	other	19	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
15:93373585	15:93219654	AC091078.1--AC112693.3(11606)/AC112693.1(37544)	BS_SAA624A4	ARRIBA	other	3	2	high	[],duplication	AC091078.1	NA	AC112693.3	AC112693.1	NA	NA	NA	NA	NA
3:167234890	3:167282495	AC092965.1(168570)/ZBBX(5397)--ZBBX	BS_SAA624A4	ARRIBA	other	35	4	high	[],duplication	AC092965.1	ZBBX	ZBBX	NA	NA	NA	NA	NA	NA
3:167140689	3:167282495	AC092965.1(74369)/ZBBX(99598)--ZBBX	BS_SAA624A4	ARRIBA	other	8	0	high	[],duplication	AC092965.1	ZBBX	ZBBX	NA	NA	NA	NA	NA	NA
4:16426440	4:16320065	AC097515.1--TAPT1-AS1	BS_SAA624A4	ARRIBA	other	2	0	medium	[INTRACHROMOSOMAL[chr4:0.08Mb],LOCAL_REARRANGEMENT:+:[80290]],duplication	AC097515.1	NA	TAPT1-AS1	NA	NA	NA	NA	NA	NA
4:16426440	4:16238771	AC097515.1--TAPT1-AS1	BS_SAA624A4	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr4:0.08Mb],LOCAL_REARRANGEMENT:+:[80290]],duplication	AC097515.1	NA	TAPT1-AS1	NA	NA	NA	NA	NA	NA
7:152367263	7:55773180	AC104692.1--PSPHP1	BS_SAA624A4	STARFUSION	other	21	0	NA	[INTRACHROMOSOMAL[chr7:96.59Mb]]	AC104692.1	NA	PSPHP1	NA	NA	NA	NA	NA	NA
15:93592733	15:93553605	AC110023.1--AC091078.1	BS_SAA624A4	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr15:0.02Mb],LOCAL_REARRANGEMENT:+:[20384]],duplication	AC110023.1	NA	AC091078.1	NA	NA	NA	NA	NA	NA
5:7804692	5:7784365	ADCY2--ADCY2	BS_SAA624A4	ARRIBA	frameshift	6	1	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.43Mb]],duplication/non-canonical_splicing	ADCY2	NA	ADCY2	NA	NA	NA	NA	NA	NA
20:5067209	20:5069349	AL121890.4--TMEM230	BS_SAA624A4	ARRIBA	other	1	1	low	[INTRACHROMOSOMAL[chr20:0.00Mb],LOCAL_REARRANGEMENT:-:[78]],duplication	AL121890.4	NA	TMEM230	NA	NA	NA	NA	NA	NA
9:34381290	9:34220908	C9orf24--UBAP1	BS_SAA624A4	ARRIBA	other	2	1	high	[INTRACHROMOSOMAL[chr9:0.13Mb]],duplication/3'-3'	C9orf24	NA	UBAP1	NA	NA	NA	NA	NA	NA
10:104147891	10:104162403	CFAP43--CFAP43	BS_SAA624A4	ARRIBA	in-frame	11	0	low	[SELFIE,INTRACHROMOSOMAL[chr10:0.10Mb]],duplication/non-canonical_splicing	CFAP43	NA	CFAP43	NA	NA	NA	NA	NA	NA
8:61376779	8:61299677	CLVS1--CLVS1	BS_SAA624A4	ARRIBA	frameshift	5	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.44Mb]],duplication/non-canonical_splicing	CLVS1	NA	CLVS1	NA	NA	NA	NA	NA	NA
8:112921627	8:112976148	CSMD3--CSMD3	BS_SAA624A4	ARRIBA	in-frame	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:1.21Mb]],duplication/non-canonical_splicing	CSMD3	NA	CSMD3	NA	CosmicCensus, Oncogene	CosmicCensus, Oncogene	NA	NA	NA
12:123859268	12:123853206	DNAH10--DNAH10	BS_SAA624A4	ARRIBA	frameshift	9	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.17Mb]],duplication/non-canonical_splicing	DNAH10	NA	DNAH10	NA	NA	NA	NA	NA	NA
2:211561903	2:211630594	ERBB4--ERBB4	BS_SAA624A4	ARRIBA	frameshift	5	1	low	[SELFIE,INTRACHROMOSOMAL[chr2:1.16Mb]],duplication/non-canonical_splicing	ERBB4	NA	ERBB4	NA	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene, Kinase	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene, Kinase	NA	NA	NA
10:77073097	10:77090510	KCNMA1--KCNMA1	BS_SAA624A4	ARRIBA	frameshift	15	2	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr10:0.77Mb]],duplication/non-canonical_splicing	KCNMA1	NA	KCNMA1	NA	NA	NA	NA	NA	NA
