Cancer	sampleId	Gene_A	Gene_B	A_chr	B_chr	A_strand	B_strand	Discordant_n	JSR_n	perfectJSR_n	Evalue	Junction_A	Junction_B	tier	frame	id	gene_A_start	gene_A_end	gene_B_start	gene_B_end	phos_A	phos_B	ubiq_A	ubiq_B	WGS	centrality
UCEC	EY.A3QX.01A	TNS1	RNF25	2	2	-1	-1	2	5	4	0.7	218771058	219533402	tier2	5UTR-CDS	18406	218664512	218867718	219528587	219537134	0	0	0	0	NA	0
LGG	E1.A7YD.01A	TNS1	SPTBN1	2	2	-1	1	8	16	12	0.079	218679635	54826229	tier1	In-frame	18407	218664512	218867718	54683422	54896812	0	1	0	0	NA	0
LUSC	NC.A5HL.01A	TNS1	TMBIM1	2	2	-1	-1	53	3	3	0.31	218771933	219144849	tier1	5UTR-CDS	18408	218664512	218867718	219138915	219157309	0	0	0	0	NA	0
SARC	FX.A2QS.01A	TNS3	ALG13	7	X	-1	1	3	22	20	1.1	47621649	110925360	tier1	5UTR-CDS	18409	47314752	47622156	110909043	111003877	0	0	0	0	non-validated	0
LUAD	55.8615.01A	TNS3	ELMO1	7	7	-1	-1	8	2	2	0.31	47451325	36934622	tier1	In-frame	18410	47314752	47622156	36893961	37488852	1	0	0	0	NA	0
BRCA	BH.A0HP.01A	TNS3	FOXI2	7	10	-1	1	2	2	1	0.021	47384353	129536784	tier2	In-frame	18411	47314752	47622156	129535499	129539450	0	0	0	0	NA	0
SARC	IE.A4EH.01A	TNS3	HUS1	7	7	-1	-1	5	2	2	0.8	47384353	48018413	tier1	In-frame	18413	47314752	47622156	47695730	47979581	0	0	0	0	NA	0
LIHC	KR.A7K8.01A	TNS3	HUS1	7	7	-1	-1	2	2	2	0.8	47436397	48018413	tier3	In-frame	18414	47314752	47622156	47695730	47979581	1	0	0	0	NA	0
UCEC	AX.A3G4.01A	TNS3	PKD1L1	7	7	-1	-1	3	1	1	0.71	47474880	47898483	tier2	In-frame	18415	47314752	47622156	47774652	47948491	1	0	0	0	NA	0
SKCM	ER.A19H.06A	TNS3	PKD1L1	7	7	-1	-1	15	9	9	0.71	47546505	47894863	tier1	5UTR-CDS	18416	47314752	47622156	47774652	47948491	0	0	0	0	NA	0
LUSC	33.AASI.01A	TNS4	CCR7	17	17	-1	-1	145	112	5	1.1	38640736	38715194	tier1	In-frame	18418	40475828	40501597	38710021	38721724	0	0	0	0	NA	0
MESO	SH.A7BD.01A	TNXB	DDR1	6	6	-1	1	2	5	5	0.56	32029174	30865156	tier3	Out-of-frame	18420	32052787	32065237	30844198	30867933	0	0	0	0	NA	0
LUAD	50.5930.01A	TOB1	TTLL6	17	17	-1	-1	2	3	1	0.007	48943419	46882353	tier4	5UTR-5UTR	18421	48939584	48945339	46839593	46894576	0	0	0	0	non-validated	0
KIRP	DW.7839.01A	TOB1	UTRN	17	6	-1	1	2	3	3	0.08	48939584	144665237	tier3	NA	18422	48939584	48945339	144285701	144853034	0	0	0	0	NA	0
UCEC	AJ.A3EM.01A	TOB2	ACO2	22	22	-1	1	9	24	21	0.46	41842383	41903795	tier1	5UTR-CDS	18423	41433492	41447023	41865117	41924993	0	1	0	0	NA	0
SKCM	EB.A5KH.06A	TOB2	MPPED1	22	22	-1	1	4	15	13	0.13	41842383	43820914	tier1	5UTR-5UTR	18424	41433492	41447023	43807202	43902800	0	0	0	0	NA	0
PRAD	2A.A8W1.01A	TOB2	MRPS18B	22	6	-1	1	186	197	184	0.86	41842383	30592660	tier1	5UTR-CDS	18425	41433492	41447023	30585486	30594172	0	0	0	0	NA	0
ESCA	2H.A9GI.01A	TOLLIP	MUC5B	11	11	-1	1	2	12	11	0.19	1307232	1273573	tier2	In-frame	18426	1295601	1330884	1244296	1284402	0	0	0	0	NA	0
SARC	DX.A3UB.01A	TOM1	ARFGEF2	22	20	1	1	2	7	3	0.002	35743965	47615777	tier3	3UTR-CDS	18427	35695268	35743985	47538275	47653230	0	0	0	0	NA	0
BRCA	LL.A5YP.01A	TOM1	HMGXB4	22	22	1	1	5	1	1	1.3	35695973	35658316	tier2	CDS-5UTR	18428	35695268	35743985	35653445	35691800	1	0	0	0	NA	0
BRCA	A8.A06N.01A	TOM1	PITPNB	22	22	1	-1	31	20	20	0.94	35695973	28293880	tier1	Out-of-frame	18429	35695268	35743985	28202413	28316122	1	0	0	0	NA	0
HNSC	CV.7253.01A	TOM1L2	ATPAF2	17	17	-1	-1	124	129	111	0.39	17810761	17928018	tier1	In-frame	18431	17750139	17875784	17918373	17942523	0	0	1	0	NA	0
STAD	CG.4477.01A	TOM1L2	NXN	17	17	-1	-1	26	23	22	0.26	17787948	729318	tier1	In-frame	18432	17750139	17875784	702581	883010	0	0	0	0	NA	0
STAD	BR.7716.01A	TOMM20	EPHB2	1	1	-1	1	3	138	125	0.046	235291910	23208852	tier1	In-frame	18434	235109336	235128936	23037332	23241818	0	0	0	0	NA	0
BLCA	FD.A3SO.01A	TOMM40	PDZRN4	19	12	1	1	9	7	5	0.22	45397323	41900258	tier1	Out-of-frame	18436	45394477	45406935	41582250	41968392	0	0	0	0	NA	0
BRCA	AO.A129.01A	TOMM40	PVRL2	19	19	1	1	2	4	4	0.18	45394946	45375110	tier3	In-frame	18437	45394477	45406935	45349393	45392485	0	0	0	0	NA	0
PRAD	KK.A6E4.01A	TOMM7	KLK2	7	19	-1	1	2	1	1	0.95	22852592	51376695	tier3	3UTR-5UTR	18438	22852251	22862470	51376689	51383822	0	0	0	0	NA	0
LGG	CS.4943.01A	TOMM70A	KCTD8	3	4	-1	-1	76	75	66	1.4	100119470	44177267	tier1	Out-of-frame	18439	100082275	100120283	44175926	44450824	0	0	0	0	NA	0
BRCA	C8.A273.01A	TOP1	C17orf64	20	17	1	1	163	95	90	0.44	39729993	58503144	tier1	In-frame	18440	39657458	39753127	58469790	58508782	0	0	0	0	NA	0
HNSC	MZ.A7D7.01A	TOP1	CA10	20	17	1	-1	7	18	16	0.45	39658095	49825178	tier1	Out-of-frame	18441	39657458	39753127	49707675	50237377	1	0	0	0	NA	0
LUAD	05.4244.01A	TOP1	CDH4	20	20	1	1	56	48	45	0.44	39658095	60318619	tier1	In-frame	18442	39657458	39753127	59827559	60512307	1	1	0	0	NA	0
SARC	DX.A6BG.01A	TOP1	LYZ	20	12	1	1	7	3	3	0.058	39729993	69743888	tier1	Out-of-frame	18443	39657458	39753127	69742121	69748014	0	0	0	0	NA	0
LUSC	6A.AB49.01A	TOP1	SLC2A10	20	20	1	1	5	6	5	0.58	39746936	45362395	tier1	Out-of-frame	18445	39657458	39753127	46709487	46736347	0	0	0	0	NA	0
BLCA	DK.A6B2.01A	TOP2B	NGLY1	3	3	-1	-1	9	7	6	1.7	25683813	25775473	tier1	Out-of-frame	18446	25639475	25706398	25718944	25790039	1	0	1	0	NA	0
LIHC	MR.A8JO.01A	TOP3A	ANAPC16	17	10	-1	1	6	6	6	0.54	18186012	73990124	tier1	Out-of-frame	18447	18174742	18218288	73975787	73995472	0	0	0	0	NA	0
LUAD	38.4630.01A	TOP3A	MYO18A	17	17	-1	-1	23	39	37	1	18202873	27430682	tier1	In-frame	18449	18174742	18218288	27400528	27507430	0	0	0	0	validated	0
BRCA	AC.A6IX.01A	TOP3A	TEKT1	17	17	-1	-1	12	10	10	0.46	18217913	6719281	tier1	Out-of-frame	18450	18174742	18218288	6701312	6735080	1	0	0	0	NA	0
BRCA	AC.A6IX.06A	TOP3A	TEKT1	17	17	-1	-1	19	13	13	0.46	18217913	6719281	tier1	Out-of-frame	18451	18174742	18218288	6701312	6735080	1	0	0	0	NA	0
BLCA	K4.A3WU.01B	TOP3A	ZCCHC8	17	12	-1	-1	3	1	1	2.1	18198017	122977336	tier3	CDS-5UTR	18452	18174742	18218288	122957417	122985518	0	0	0	0	NA	0
BRCA	A8.A06U.01A	TOPBP1	NEK11	3	3	-1	1	60	75	65	1.9	133356720	131068401	tier1	Out-of-frame	18453	133317019	133380737	130745694	131069309	0	0	0	0	NA	0
SARC	K1.A42X.01A	TOPBP1	SPDEF	3	6	-1	-1	15	8	7	0.36	133341935	34512261	tier1	CDS-5UTR	18454	133317019	133380737	34505579	34524110	0	0	0	0	NA	0
SARC	K1.A42X.02A	TOPBP1	SPDEF	3	6	-1	-1	36	17	17	0.36	133341935	34512261	tier1	CDS-5UTR	18455	133317019	133380737	34505579	34524110	0	0	0	0	NA	0
LGG	IK.7675.01A	TOPORS	ADAMTSL1	9	9	-1	1	9	1	1	4.1	32550772	18826282	tier2	Out-of-frame	18456	32540544	32552553	18473892	18910948	1	0	0	0	non-validated	0
OV	24.2288.01A	TOR1AIP2	ACBD6	1	1	-1	-1	2	11	11	0.13	179846374	180283857	tier2	5UTR-CDS	18457	179809102	179846934	180244515	180472089	0	0	0	0	NA	0
PRAD	HC.7748.01A	TOR1B	ARHGAP27	9	17	1	-1	4	2	2	1.3	132566617	43483449	tier1	CDS-5UTR	18458	132565432	132573560	43471275	43511787	0	0	0	0	NA	0
COAD	4T.AA8H.01A	TOX	CHD7	8	8	-1	1	2	1	1	0.44	60031445	61693559	tier3	In-frame	18459	59717977	60031767	61591337	61779465	0	1	0	0	NA	0
PRAD	KK.A59V.01A	TOX3	CNTN5	16	11	-1	1	7	6	6	0.016	52580549	100061858	tier1	Out-of-frame	18461	52471918	52581714	98891683	100229616	0	0	0	0	NA	0
LUAD	97.8177.01A	TOX3	HEYL	16	1	-1	-1	6	7	6	0.41	52497846	40098387	tier1	Out-of-frame	18462	52471918	52581714	40089825	40105617	0	0	0	0	NA	0
BRCA	E9.A247.01A	TOX3	PHKB	16	16	-1	1	54	43	41	0.015	52580549	47644737	tier2	Out-of-frame	18464	52471918	52581714	47495210	47735434	0	0	0	0	NA	0
LGG	DU.5853.01A	TP53	C17orf39	17	17	-1	1	25	13	3	0.032	7590695	17948461	tier1	5UTR-CDS	18465	7565097	7590856	17942736	17971718	0	0	0	0	NA	0
SKCM	EE.A2GU.06A	TP53	CHD3	17	17	-1	1	130	59	56	0.69	7590695	7798657	tier1	5UTR-CDS	18466	7565097	7590856	7788124	7816078	0	1	0	1	NA	0
PRAD	WW.A8ZI.01A	TP53	ECSIT	17	19	-1	-1	5	8	6	0.55	7576853	11630008	tier1	CDS-5UTR	18467	7565097	7590856	11616745	11639987	0	0	0	0	NA	0
PRAD	KK.A8IC.01A	TP53	FARP2	17	2	-1	1	18	11	9	0.11	7590695	242312499	tier1	5UTR-5UTR	18468	7565097	7590856	242295658	242434256	0	0	0	0	NA	0
PRAD	EJ.5525.01A	TP53	KIAA0753	17	17	-1	-1	25	22	20	0.13	7590695	6498373	tier1	5UTR-CDS	18469	7565097	7590856	6578148	6640927	0	0	0	0	NA	0
SARC	FX.A3NK.01A	TP53BP1	ATP8B4	15	15	-1	-1	3	3	2	0.11	43762056	50366382	tier2	Out-of-frame	18470	43699407	43802926	50150435	50411419	1	0	0	0	NA	0
LGG	DU.A7TC.01A	TP53BP1	DAPK2	15	15	-1	-1	4	8	7	0.59	43771595	64263760	tier1	In-frame	18471	43699407	43802926	64199235	64338521	1	0	0	0	NA	0
LUAD	97.A4M3.01A	TP53BP1	STAU2	15	8	-1	-1	39	17	15	0.92	43720214	74440039	tier1	In-frame	18473	43699407	43802926	74332604	74659943	0	0	0	0	NA	0
BRCA	E2.A1LK.01A	TP53BP2	WDR26	1	1	-1	-1	3	1	1	1.2	224033356	224623593	tier3	NA	18474	223967601	224033674	224572845	224624735	0	0	0	0	non-validated	0
HNSC	CN.A49A.01A	TP63	LEPREL1	3	3	1	-1	7	3	3	0.61	189526315	189713231	tier1	In-frame	18476	189349205	189615068	189674517	189840226	0	0	0	0	NA	0
LUSC	77.A5G7.01B	TP63	TPRG1	3	3	1	1	6	4	4	0.96	189349366	189028175	tier1	In-frame	18477	189349205	189615068	188665003	189043093	1	0	0	0	NA	0
LUSC	77.8009.01A	TPCN2	TMEM179B	11	11	1	1	24	39	36	0.041	68816574	62556495	tier1	Out-of-frame	18481	68816350	68858072	62554887	62557718	0	0	0	0	NA	0
PRAD	G9.6371.01A	TPD52	CCT5	8	5	-1	1	2	2	2	0.12	80947749	10250033	tier3	3UTR-5UTR	18482	80870571	81143467	10250033	10266524	0	0	0	0	NA	0
LUSC	77.8009.01A	TPD52	RALYL	8	8	-1	1	12	22	21	0.09	81083660	85785519	tier1	In-frame	18484	80870571	81143467	85095022	85834079	0	0	0	0	NA	0
BRCA	E2.A2P5.01A	TPD52	STAU2	8	8	-1	-1	2	6	6	1.7	81083660	74601048	tier3	Out-of-frame	18485	80870571	81143467	74332604	74659943	0	1	0	0	NA	0
STAD	BR.8485.01A	TPD52	ZNF704	8	8	-1	-1	7	19	13	0.48	81083660	81555364	tier1	Out-of-frame	18486	80870571	81143467	81540686	81787016	0	0	0	0	NA	0
PRAD	KK.A8IF.01A	TPD52L1	SAMD3	6	6	1	-1	10	1	1	0.31	125475116	130634238	tier2	CDS-5UTR	18487	125440195	125585553	130465460	130686570	0	0	0	0	NA	0
LUAD	55.8087.01A	TPD52L2	PDZRN4	20	12	1	1	70	94	72	0.082	62500794	41900258	tier1	In-frame	18488	62496596	62522898	41582250	41968392	1	0	0	0	NA	0
BLCA	GV.A3QG.01A	TPM1	ALK	15	2	1	-1	248	232	211	0.18	63354844	29446394	tier1	In-frame	18489	63334831	63364111	29415640	30144432	0	0	0	0	NA	0
SARC	DX.A6B9.01A	TPM2	NDUFV1	9	11	-1	1	2	9	4	1.5	35682011	67375697	tier3	NA	18490	35681989	35691017	67374323	67380006	0	0	0	0	NA	0
SARC	DX.A3UA.01A	TPM3	NTRK1	1	1	-1	1	15	50	49	3.7	154142876	156845312	tier1	In-frame	18491	154127784	154167124	156785432	156851642	0	0	0	0	NA	0
THCA	EL.A3D4.01A	TPM3	NTRK1	1	1	-1	1	18	76	69	3.7	154142876	156844363	tier1	In-frame	18492	154127784	154167124	156785432	156851642	0	0	0	0	NA	0
SARC	3B.A9HX.01A	TPM4	IGFL2	19	19	1	1	75	46	42	1	16178548	46663672	tier1	Out-of-frame	18493	16178317	16213813	46143106	46161299	1	0	1	0	NA	0
STAD	BR.7959.01A	TPPP	FAM134B	5	5	-1	-1	10	38	36	0.6	677865	16572211	tier1	In-frame	18494	660883	693510	16473147	16617167	0	1	0	0	NA	0
KIRP	G7.6793.01A	TPRA1	LPP	3	3	-1	1	7	3	3	0.36	127298583	188583988	tier1	In-frame	18495	127573069	127598251	187871072	188608460	0	0	0	0	NA	0
UCEC	EO.A3KW.01A	TPST2	CRYBB1	22	22	-1	-1	10	17	7	0.085	26986017	27012302	tier1	5UTR-5UTR	18498	26521983	26596717	26995242	27014052	0	0	0	0	NA	0
LIHC	ZS.A9CF.01A	TPST2	CRYBB1	22	22	-1	-1	150	113	104	0.085	26932254	26997985	tier1	In-frame	18499	26521983	26596717	26995242	27014052	0	0	0	0	NA	0
LIHC	ZS.A9CF.02A	TPST2	CRYBB1	22	22	-1	-1	82	65	61	0.085	26932254	26997985	tier2	In-frame	18500	26521983	26596717	26995242	27014052	0	0	0	0	NA	0
BRCA	A7.A3IY.01A	TPT1	ARFGEF2	13	20	-1	1	2	22	4	0.34	45911313	47615777	tier3	3UTR-CDS	18501	45911008	45915505	47538275	47653230	0	0	0	0	NA	0
STAD	BR.8485.01A	TPT1	DDX27	13	20	-1	1	2	15	1	1.2	45911313	47849303	tier4	NA	18502	45911008	45915505	47835832	47860614	0	0	0	0	NA	0
STAD	BR.8679.01A	TPT1	EIF2AK2	13	2	-1	-1	2	29	6	0.009	45911313	37342384	tier3	NA	18503	45911008	45915505	37326353	37384208	0	0	0	0	NA	0
HNSC	CN.5356.01A	TPT1	ERBB3	13	12	-1	1	2	4	2	2.8	45911313	56492035	tier4	3UTR-5UTR	18504	45911008	45915505	56473641	56497289	0	0	0	0	NA	0
UCS	N6.A4VC.01A	TPT1	ERBB3	13	12	-1	1	2	59	29	2.8	45911313	56492035	tier3	3UTR-5UTR	18505	45911008	45915505	56473641	56497289	0	0	0	0	NA	0
PRAD	EJ.7791.01A	TPT1	MFN1	13	3	-1	1	2	13	8	0.017	45911008	179096011	tier3	NA	18507	45911008	45915505	179065480	179112719	0	0	0	0	non-validated	0
READ	DY.A1DD.01A	TPT1	MME	13	3	-1	1	2	16	1	0.22	45911008	154801733	tier3	NA	18508	45911008	45915505	154741913	154901497	0	0	0	0	NA	0
COAD	DM.A285.01A	TPT1	MYH9	13	22	-1	-1	2	38	1	1	45911008	36695088	tier3	3UTR-CDS	18509	45911008	45915505	36677323	36784063	0	0	0	0	NA	0
BRCA	B6.A1KF.01A	TPT1	NCALD	13	8	-1	-1	2	15	7	0.52	45911313	102813898	tier3	3UTR-5UTR	18510	45911008	45915505	102698771	103137135	0	0	0	0	NA	0
KIRC	BP.4994.01A	TPT1	NCALD	13	8	-1	-1	2	49	28	0.52	45911313	102813898	tier3	3UTR-5UTR	18511	45911008	45915505	102698771	103137135	0	0	0	0	NA	0
SARC	K1.A42X.02A	TPT1	PEX1	13	7	-1	-1	2	5	3	0.17	45911008	92146729	tier3	3UTR-5UTR	18512	45911008	45915505	92116334	92157845	0	0	0	0	NA	0
PRAD	HC.A6HY.01A	TPT1	PLEKHB2	13	2	-1	1	2	12	6	0.17	45911008	131876464	tier3	3UTR-5UTR	18513	45911008	45915505	131862420	132111282	0	0	0	0	NA	0
THCA	E3.A3E2.01A	TPT1	SIAE	13	11	-1	-1	2	111	46	2.6	45911008	124543777	tier3	3UTR-5UTR	18514	45911008	45915505	124503009	124565603	0	0	0	0	NA	0
STAD	BR.8077.01A	TPX2	ACLY	20	17	1	-1	3	89	83	1.9	30330450	40070153	tier1	5UTR-CDS	18515	30327074	30389608	40023161	40075272	0	1	0	1	NA	0
CESC	LP.A7HU.01A	TPX2	COX4I2	20	20	1	1	91	69	58	0.025	30327424	30232571	tier1	5UTR-CDS	18516	30327074	30389608	30225691	30232809	0	0	0	0	NA	0
UCS	N5.A4RD.01A	TPX2	DEFB118	20	20	1	1	96	38	29	1.8	30359485	29960660	tier1	Out-of-frame	18517	30327074	30389608	29956421	29961726	1	0	0	0	NA	0
CESC	VS.A9UP.01A	TPX2	DEFB118	20	20	1	1	3	2	2	1.8	30327424	29960660	tier1	5UTR-CDS	18518	30327074	30389608	29956421	29961726	0	0	0	0	NA	0
BRCA	AN.A04A.01A	TPX2	DEFB123	20	20	1	1	6	1	1	0.2	30330450	30037832	tier4	5UTR-CDS	18519	30327074	30389608	30028322	30038060	0	0	0	0	NA	0
UCEC	EO.A1Y7.01A	TPX2	DEFB123	20	20	1	1	3	7	4	0.2	30359485	30037832	tier1	Out-of-frame	18520	30327074	30389608	30028322	30038060	1	0	0	0	NA	0
UCS	N5.A4RT.01A	TPX2	DEFB123	20	20	1	1	310	122	108	0.2	30371724	30037832	tier1	Out-of-frame	18521	30327074	30389608	30028322	30038060	0	0	0	0	NA	0
TGCT	VF.A8AA.01A	TPX2	DEFB123	20	20	1	1	64	30	27	0.2	30330450	30037832	tier1	5UTR-CDS	18522	30327074	30389608	30028322	30038060	0	0	0	0	NA	0
HNSC	CV.7421.01A	TPX2	DUSP15	20	20	1	-1	8	7	6	0.77	30347982	30438479	tier1	Out-of-frame	18523	30327074	30389608	30435440	30458550	1	0	0	0	NA	0
LUSC	60.2706.01A	TPX2	EYS	20	6	1	-1	4	2	2	4.8	30347982	64791895	tier1	In-frame	18524	30327074	30389608	64429876	66417118	1	0	0	0	NA	0
UCEC	B5.A3FH.01A	TPX2	HM13	20	20	1	1	90	31	25	0.81	30330450	30154013	tier1	5UTR-CDS	18525	30327074	30389608	30102231	30157370	0	0	0	0	NA	0
BLCA	GC.A3I6.01A	TPX2	HM13	20	20	1	1	468	648	549	0.81	30327424	30115287	tier1	5UTR-CDS	18526	30327074	30389608	30102231	30157370	0	1	0	0	NA	0
UCEC	PG.A7D5.01A	TPX2	MECOM	20	3	1	-1	2	5	5	0.74	30330450	168861620	tier2	5UTR-CDS	18527	30327074	30389608	168801287	169381406	0	1	0	0	NA	0
HNSC	CV.6959.01A	TPX2	RALY	20	20	1	1	73	34	31	0.23	30366787	32659872	tier1	CDS-5UTR	18528	30327074	30389608	32581452	32696114	0	0	0	0	NA	0
COAD	D5.6531.01A	TPX2	REM1	20	20	1	1	4	5	4	0.061	30347982	30071962	tier2	In-frame	18529	30327074	30389608	30063096	30072708	1	0	0	0	NA	0
BLCA	DK.A3IV.01A	TPX2	REM1	20	20	1	1	21	27	24	0.061	30345385	30070090	tier1	Out-of-frame	18530	30327074	30389608	30063096	30072708	1	0	0	0	NA	0
HNSC	CN.6992.01A	TPX2	UNC5D	20	8	1	1	6	8	7	0.091	30330450	35406810	tier1	5UTR-CDS	18531	30327074	30389608	35092975	35654068	0	0	0	0	NA	0
CESC	EK.A2PM.01A	TRA2A	AQP1	7	7	-1	1	129	66	62	0.015	23571408	30961681	tier1	In-frame	18533	23544399	23571660	30893010	30965131	1	0	0	0	NA	0
LUAD	86.7954.01A	TRA2A	EPDR1	7	7	-1	1	29	46	44	2.1	23571408	37988442	tier1	Out-of-frame	18534	23544399	23571660	37723446	37991543	1	0	0	0	NA	0
THCA	ET.A3DV.01A	TRA2A	THADA	7	2	-1	-1	3	7	7	0.13	23545365	43460021	tier4	In-frame	18536	23544399	23571660	43393800	43823185	0	0	0	0	NA	0
UCS	N7.A4Y5.01A	TRA2B	FBXO21	3	12	-1	-1	3	2	1	0.012	185655613	117593753	tier3	Out-of-frame	18537	185633694	185655924	117581146	117628336	1	0	0	0	NA	0
HNSC	QK.A64Z.01A	TRA2B	HRH4	3	18	-1	1	20	13	12	0.39	185655613	22048752	tier1	Out-of-frame	18538	185633694	185655924	24460629	24479957	1	0	0	0	NA	0
UCS	ND.A4WF.01A	TRA2B	LEPREL1	3	3	-1	-1	38	16	12	1.3	185655613	189681887	tier1	In-frame	18539	185633694	185655924	189674517	189840226	1	0	0	0	NA	0
HNSC	CV.7422.01A	TRABD	DDR2	22	1	1	1	5	14	3	3.2	50624405	162625001	tier1	5UTR-5UTR	18540	50624344	50638027	162601163	162750237	0	0	0	0	NA	0
BLCA	SY.A9G0.01A	TRAF2	CACNA1B	9	9	1	1	2	2	2	0.24	139794972	140967940	tier3	In-frame	18542	136881912	136926607	137877789	138124624	0	0	0	0	NA	0
LIHC	BC.A3KG.01A	TRAF2	MAMDC4	9	9	1	1	35	20	15	0.33	139804446	139748663	tier1	Out-of-frame	18543	136881912	136926607	136850943	136860799	0	0	0	0	NA	0
LUSC	39.5030.01A	TRAF3	BMP3	14	4	1	1	35	12	12	0.52	103296809	81966892	tier1	5UTR-CDS	18544	103243816	103372628	81952119	81978685	0	0	0	0	NA	0
HNSC	CN.4735.01A	TRAF3	CDC42BPB	14	14	1	-1	14	7	4	0.62	103296809	103450093	tier1	5UTR-CDS	18545	103243816	103372628	103398717	103523799	0	1	0	0	NA	0
PCPG	S7.A7WM.01A	TRAF3	ITPK1	14	14	1	-1	89	83	75	0.31	103342862	93424711	tier1	In-frame	18546	103243816	103372628	93403259	93582665	0	0	0	0	NA	0
BRCA	B6.A400.01A	TRAF3	MYO16	14	13	1	1	38	18	17	0.052	103352606	109318234	tier1	CDS-5UTR	18547	103243816	103372628	109248500	109860355	0	0	0	0	NA	0
BRCA	E9.A244.01A	TRAF3	RCOR1	14	14	1	1	4	8	8	0.52	103342862	103173688	tier1	In-frame	18548	103243816	103372628	103058998	103196891	0	0	0	0	NA	0
CESC	C5.A8XH.01A	TRAF3	SFXN1	14	5	1	1	7	5	5	0.39	103296809	174919098	tier1	5UTR-5UTR	18549	103243816	103372628	174904065	174956745	0	0	0	0	NA	0
UCS	N5.A4RT.01A	TRAF3	WDR20	14	14	1	1	8	8	7	0.97	103369766	102661275	tier1	Out-of-frame	18550	103243816	103372628	102605840	102690010	0	1	0	0	NA	0
STAD	VQ.A8PM.01A	TRAF3	WDR20	14	14	1	1	2	27	24	0.97	103338305	102661275	tier2	In-frame	18551	103243816	103372628	102605840	102690010	0	1	0	0	NA	0
OV	31.1951.01A	TRAF3IP1	GALNTL5	2	7	1	1	2	5	4	0.006	239258049	151716731	tier2	Out-of-frame	18552	239229082	239309541	151653464	151717019	0	0	0	0	NA	0
LUSC	85.8580.01A	TRAF3IP2	FYN	6	6	-1	-1	2	1	1	2.3	111926979	111995833	tier3	5UTR-CDS	18553	111877657	111927481	111981535	112194655	0	0	0	0	NA	0
UCEC	D1.A3DG.01A	TRAF3IP2	FYN	6	6	-1	-1	40	18	16	2.3	111887647	111995833	tier1	Out-of-frame	18554	111877657	111927481	111981535	112194655	0	0	0	0	NA	0
PRAD	KK.A8I4.01A	TRAF3IP2	KIAA1324	6	1	-1	1	5	5	5	0.18	111896846	109727667	tier1	In-frame	18555	111877657	111927481	109656301	109749401	0	0	0	0	NA	0
LGG	QH.A6CV.01A	TRAF4	FASN	17	17	1	-1	14	4	3	0.87	27071273	80038798	tier1	Out-of-frame	18556	28743984	28750958	80036215	80056106	1	0	0	0	NA	0
LUSC	85.A4QR.01A	TRAF7	LRRC1	16	6	1	1	123	87	79	0.12	2215937	53743791	tier1	In-frame	18557	2205766	2228130	53659295	53788919	0	1	0	0	NA	0
BLCA	FD.A6TD.01A	TRAF7	MAPK8IP3	16	16	1	1	35	48	44	0.21	2214002	1816905	tier1	Out-of-frame	18558	2205766	2228130	1756194	1820318	1	0	0	0	NA	0
LAML	AB.2857.03A	TRAF7	WDR24	16	16	1	-1	9	2	2	0.12	2205859	737739	tier1	5UTR-CDS	18559	2205766	2228130	734622	740444	0	1	0	0	NA	0
SKCM	EE.A2MI.06A	TRAK1	RAF1	3	3	1	-1	68	51	46	2.2	42235390	12641914	tier1	In-frame	18560	42013802	42225889	12625100	12705725	0	0	0	0	non-validated	0
BRCA	C8.A138.01A	TRAM1	CLVS1	8	8	-1	1	9	17	15	0.44	71512254	62289164	tier1	Out-of-frame	18561	71485677	71520622	61969717	62414204	1	0	0	0	NA	0
BRCA	A8.A097.01A	TRAM1	ZFPM2	8	8	-1	1	64	73	54	0.57	71506741	106646474	tier1	In-frame	18562	71485677	71520622	106330920	106816760	0	0	0	0	NA	0
ACC	P6.A5OG.01A	TRAM2	HCRTR2	6	6	-1	1	4	2	2	1.6	52441594	55142178	tier1	In-frame	18563	52497402	52576915	55106460	55282620	0	0	0	0	NA	0
LUSC	43.8115.01A	TRAP1	CREBBP	16	16	-1	-1	3	2	2	0.25	3740828	3799684	tier1	Out-of-frame	18564	3651639	3717597	3775055	3930722	1	0	0	0	NA	0
LIHC	DD.A3A5.01A	TRAPPC10	AGPAT3	21	21	1	1	3	1	1	0.41	45483666	45379515	tier2	CDS-5UTR	18565	45432200	45526433	45285067	45406417	0	0	0	0	NA	0
ACC	OR.A5KY.01A	TRAPPC10	AGPAT3	21	21	1	1	2	1	1	0.41	45475774	45379515	tier3	CDS-5UTR	18566	45432200	45526433	45285067	45406417	1	0	0	0	NA	0
BRCA	E2.A1LG.01A	TRAPPC10	BRWD1	21	21	1	-1	30	59	54	0.26	45432441	40630598	tier1	In-frame	18567	45432200	45526433	40556102	40693485	1	1	0	0	validated	0
OV	13.0893.01B	TRAPPC10	GRID1	21	10	1	-1	2	8	7	1.5	45432441	87628937	tier2	Out-of-frame	18568	45432200	45526433	87359312	88126250	1	0	0	0	NA	0
LUAD	69.8453.01A	TRAPPC10	GRIK1	21	21	1	-1	8	5	5	0.26	45432441	31066382	tier1	In-frame	18569	45432200	45526433	30909254	31312351	1	0	0	0	NA	0
HNSC	CQ.A4CH.01A	TRAPPC10	MDS2	21	1	1	1	2	2	1	3.1	45432441	23966170	tier4	Out-of-frame	18570	45432200	45526433	23581495	23640568	1	0	0	0	NA	0
