Gene_Ensembl_ID	Gene_full_name	Protein_RefSeq_ID
ENSG00000246731	uncharacterized protein MGC16275	NA
ENSG00000246740	PLA2G4E antisense RNA 1	NA
ENSG00000246763	RGMB antisense RNA 1	NA
ENSG00000246774	COL25A1 divergent transcript	NA
ENSG00000246777	DYNC1LI2 divergent transcript	NA
ENSG00000246820	RIC3 divergent transcript	NA
ENSG00000246859	STARD4 antisense RNA 1	NA
ENSG00000246863	GPR176-DT	NA
ENSG00000246876	long intergenic non-protein coding RNA 2466	NA
ENSG00000246877	dynamin 1 pseudogene 35	NA
ENSG00000246898	long intergenic non-protein coding RNA 920	NA
ENSG00000246922	ubiquitin associated protein 1 like	NP_001157164.1
ENSG00000246985	SOCS2 antisense RNA 1	NA
ENSG00000247077	PGAM family member 5, mitochondrial serine/threonine protein phosphatase	NP_001164014.1,NP_001164015.1,NP_612642.2
ENSG00000247081	uncharacterized LOC105369147	NA
ENSG00000247092	small nucleolar RNA host gene 10	NA
ENSG00000247095	MIR210 host gene	NA
ENSG00000247131	uncharacterized LOC101928002	NA
ENSG00000247151	CSTF3 divergent transcript	NA
ENSG00000247157	long intergenic non-protein coding RNA 1252	NA
ENSG00000247193	uncharacterized LOC439933	NA
ENSG00000247199	FBXO38 divergent transcript	NA
ENSG00000247213	long intergenic non-protein coding RNA 1498	NA
ENSG00000247228	uncharacterized LOC400541	NA
ENSG00000247240	UBL7 divergent transcript	NA
ENSG00000247271	ZBED5 antisense RNA 1	NA
ENSG00000247315	zinc finger CCHC-type containing 3	NP_149080.2
ENSG00000247317	LY6E divergent transcript	NA
ENSG00000247363	uncharacterized LOC100507250	NA
ENSG00000247373	TMED2 divergent transcript	NA
ENSG00000247381	PDX1 associated lncRNA, upregulator of transcription	NA
ENSG00000247400	DNAJC3 divergent transcript	NA
ENSG00000247416	uncharacterized LOC101928847	NA
ENSG00000247473	CARS1 antisense RNA 1	NA
ENSG00000247498	GPRC5D and HEBP1 antisense RNA 1	NA
ENSG00000247516	MIR4458 host gene	NA
ENSG00000247556	OIP5 antisense RNA 1	NA
ENSG00000247570	syndecan binding protein pseudogene 2	NA
ENSG00000247572	CKMT2 antisense RNA 1	NA
ENSG00000247595	SPTY2D1 opposite strand	NP_001342499.1
ENSG00000247596	twinfilin actin binding protein 2	NP_009215.1
ENSG00000247624	CPEB2 divergent transcript	NA
ENSG00000247626	methionyl-tRNA synthetase 2, mitochondrial	NP_612404.1
ENSG00000247627	MT-ND4 pseudogene 12	NA
ENSG00000247675	LRP4 antisense RNA 1	NA
ENSG00000247699	FABP6 antisense RNA 1	NA
ENSG00000247708	STX18 antisense RNA 1 (head to head)	NA
ENSG00000247746	ubiquitin specific peptidase 51	NP_958443.1
ENSG00000247763	tubulin alpha pseudogene 14	NA
ENSG00000247774	PCED1B antisense RNA 1	NA
ENSG00000247775	SNCA antisense RNA 1	NA
ENSG00000247796	MOCS2 divergent transcript	NA
ENSG00000247809	NR2F2 antisense RNA 1	NA
ENSG00000247810	uncharacterized LOC101928721	NA
ENSG00000247828	TMEM161B divergent transcript	NA
ENSG00000247867	DGAT2 divergent transcript	NA
ENSG00000247872	signal peptidase complex subunit 2 pseudogene 3	NA
ENSG00000247911	high mobility group nucleosome binding domain 1 pseudogene 12	NA
ENSG00000247950	SEC24B antisense RNA 1	NA
ENSG00000247982	long intergenic non-protein coding RNA 926	NA
ENSG00000247993	FOXD1 antisense RNA 1	NA
ENSG00000248008	negative regulator of antiviral response	NA
ENSG00000248019	FAM13A antisense RNA 1	NA
ENSG00000248027	ARHGAP42 antisense RNA 1	NA
ENSG00000248049	UBA6 antisense RNA 1 (head to head)	NA
ENSG00000248079	DPH6 divergent transcript	NA
ENSG00000248092	NNT antisense RNA 1	NA
ENSG00000248098	branched chain keto acid dehydrogenase E1 subunit alpha	NP_000700.1,NP_001158255.1
ENSG00000248099	insulin like 3	NP_001252516.1,NP_005534.2
ENSG00000248104	TARS2 pseudogene 1	NA
ENSG00000248107	long intergenic non-protein coding RNA 2039	NA
ENSG00000248109	MARCO like	NP_001350440.1
ENSG00000248117	MICOS10 pseudogene 4	NA
ENSG00000248118	long intergenic non-protein coding RNA 1019	NA
ENSG00000248121	SMAD specific E3 ubiquitin protein ligase 2 pseudogene 1	NA
ENSG00000248122	apolipoprotein O pseudogene 4	NA
ENSG00000248124	RRN3 pseudogene 1	NA
ENSG00000248131	long intergenic non-protein coding RNA 1194	NA
ENSG00000248132	long intergenic non-protein coding RNA 2101	NA
ENSG00000248133	MT-ND4L pseudogene 22	NA
ENSG00000248136	MT-ND6 pseudogene 8	NA
ENSG00000248139	cullin 4A pseudogene 1	NA
ENSG00000248143	long intergenic non-protein coding RNA 2383	NA
ENSG00000248144	alcohol dehydrogenase 1C (class I), gamma polypeptide	NP_000660.1
ENSG00000248150	long intergenic non-protein coding RNA 2150	NA
ENSG00000248152	ANK2 antisense RNA 1	NA
ENSG00000248156	BTG anti-proliferation factor 4 pseudogene 1	NA
ENSG00000248159	heat shock protein family A (Hsp70) member 8 pseudogene 11	NA
ENSG00000248162	CHORDC1 pseudogene 3	NA
ENSG00000248167	TRIM39-RPP21 readthrough	NP_001186048.1
ENSG00000248174	long intergenic non-protein coding RNA 2268	NA
ENSG00000248180	glyceraldehyde-3-phosphate dehydrogenase pseudogene 60	NA
ENSG00000248184	long intergenic non-protein coding RNA 2283	NA
ENSG00000248191	pescadillo ribosomal biogenesis factor 1 pseudogene 1	NA
ENSG00000248192	ATG10 antisense RNA 1	NA
ENSG00000248197	long intergenic non-protein coding RNA 290	NA
ENSG00000248202	long intergenic non-protein coding RNA 2234	NA
ENSG00000248205	H3 histone pseudogene 17	NA
ENSG00000248208	WD repeat domain 45 pseudogene 1	NA
ENSG00000248210	long intergenic non-protein coding RNA 2355	NA
ENSG00000248211	TRPC7 antisense RNA 1	NA
ENSG00000248213	capicua transcriptional repressor pseudogene 16	NA
ENSG00000248215	long intergenic non-protein coding RNA 2505	NA
ENSG00000248216	potassium channel tetramerization domain containing 9 pseudogene 5	NA
ENSG00000248221	STX18 intronic transcript 1	NA
ENSG00000248222	SLIT3 antisense RNA 1	NA
ENSG00000248227	long intergenic non-protein coding RNA 2513	NA
ENSG00000248228	SLIT2 intronic transcript 1	NA
ENSG00000248231	keratin 8 pseudogene 4	NA
ENSG00000248238	long intergenic non-protein coding RNA 2438	NA
ENSG00000248243	long intergenic non-protein coding RNA 2014	NA
ENSG00000248256	OCIAD1 antisense RNA 1	NA
ENSG00000248257	pregnancy specific beta-1-glycoprotein 10, pseudogene	NA
ENSG00000248259	MT-ND4L pseudogene 31	NA
ENSG00000248265	uncharacterized LOC440101	NA
ENSG00000248271	phosphoglycerate mutase 1 pseudogene 1	NA
ENSG00000248275	TRIM52 antisense RNA 1 (head to head)	NA
ENSG00000248278	uncharacterized LOC105371814	NA
ENSG00000248279	long intergenic non-protein coding RNA 2120	NA
ENSG00000248282	MT-CYB pseudogene 44	NA
ENSG00000248283	cyclin L2 pseudogene 1	NA
ENSG00000248287	secretoglobin family 1D member 5, pseudogene	NA
ENSG00000248290	tenascin XA (pseudogene)	NA
ENSG00000248295	DEAD-box helicase 43 pseudogene 1	NA
ENSG00000248300	long intergenic non-protein coding RNA 2360	NA
ENSG00000248302	BCL2 interacting protein 3 pseudogene 41	NA
ENSG00000248307	long intergenic non-protein coding RNA 616	NA
ENSG00000248309	MEF2C antisense RNA 1	NA
ENSG00000248313	cytochrome P450 family 4 subfamily F member 27, pseudogene	NA
ENSG00000248315	MT-ND4L pseudogene 2	NA
ENSG00000248318	uncharacterized LOC101927543	NA
ENSG00000248319	long intergenic non-protein coding RNA 2275	NA
ENSG00000248320	THAP domain containing 12 pseudogene 9	NA
ENSG00000248323	lung cancer associated transcript 1	NA
ENSG00000248327	nucleolar protein 8 pseudogene 1	NA
ENSG00000248328	MT-CO3 pseudogene 28	NA
ENSG00000248329	apelin receptor early endogenous ligand	NP_001284479.1
ENSG00000248330	long intergenic non-protein coding RNA 613	NA
ENSG00000248332	TUB antisense RNA 1	NA
ENSG00000248333	cyclin dependent kinase 11B	NP_001278274.1,NP_001778.2,NP_277021.2,NP_277022.1,NP_277024.2,NP_277025.1
ENSG00000248334	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2	NA
ENSG00000248336	high mobility group nucleosome binding domain 1 pseudogene 11	NA
ENSG00000248338	long intergenic non-protein coding RNA 2472	NA
ENSG00000248339	long intergenic non-protein coding RNA 2504	NA
ENSG00000248340	PIMREG pseudogene 4	NA
ENSG00000248351	heat shock protein family D (Hsp60) member 1 pseudogene 18	NA
ENSG00000248355	ADP ribosylation factor like GTPase 2 binding protein pseudogene 6	NA
ENSG00000248360	long intergenic non-protein coding RNA 504	NA
ENSG00000248364	olfactory receptor family 7 subfamily E member 86 pseudogene	NA
ENSG00000248365	POU class 5 homeobox 1 pseudogene 7	NA
ENSG00000248366	T cell receptor alpha joining 51 (pseudogene)	NA
ENSG00000248370	long intergenic non-protein coding RNA 2434	NA
ENSG00000248371	long intergenic non-protein coding RNA 2056	NA
ENSG00000248377	high mobility group nucleosome binding domain 1 pseudogene	NA
ENSG00000248383	protocadherin alpha subfamily C, 1	NP_061721.2,NP_114088.2
ENSG00000248385	T cell-interacting, activating receptor on myeloid cells 1	NP_001129158.2,NP_001317579.1
ENSG00000248391	long intergenic non-protein coding RNA 2064	NA
ENSG00000248394	FOSL1 pseudogene 1	NA
ENSG00000248396	TOMM22 pseudogene 4	NA
ENSG00000248397	long intergenic non-protein coding RNA 498	NA
ENSG00000248400	ST13, Hsp70 interacting protein pseudogene 12	NA
ENSG00000248403	NACA pseudogene 6	NA
ENSG00000248405	PRR5-ARHGAP8 readthrough	NP_851851.3
ENSG00000248408	long intergenic non-protein coding RNA 2469	NA
ENSG00000248415	glyceraldehyde 3 phosphate dehydrogenase pseudogene 61	NA
ENSG00000248418	ubiquitin like 5 pseudogene 1	NA
ENSG00000248420	MT-ATP6 pseudogene 9	NA
ENSG00000248424	olfactory receptor family 51 subfamily K member 1 pseudogene	NA
ENSG00000248429	GASK1B antisense RNA 1	NA
ENSG00000248430	high mobility group box 3 pseudogene 16	NA
ENSG00000248439	ribosomal protein L23a pseudogene 94	NA
ENSG00000248441	lymphatic endothelial transcriptional regulator lncRNA 1	NA
ENSG00000248442	olfactory receptor family 10 subfamily J member 7 pseudogene	NA
ENSG00000248444	heterogeneous nuclear ribonucleoprotein A1 pseudogene 65	NA
ENSG00000248445	SEMA6A antisense RNA 1	NA
ENSG00000248448	cytochrome c oxidase subunit 5B pseudogene 1	NA
ENSG00000248449	protocadherin gamma subfamily B, 8 pseudogene	NA
ENSG00000248455	long intergenic non-protein coding RNA 2217	NA
ENSG00000248456	long intergenic non-protein coding RNA 2485	NA
ENSG00000248457	long intergenic non-protein coding RNA 2220	NA
ENSG00000248461	long intergenic non-protein coding RNA 2119	NA
ENSG00000248462	neudesin neurotrophic factor pseudogene 3	NA
ENSG00000248464	FGF10 antisense RNA 1	NA
ENSG00000248469	uncharacterized LOC100996385	NA
ENSG00000248472	DEAD/H-box helicase 11 like 9 (pseudogene)	NA
ENSG00000248473	long intergenic non-protein coding RNA 1962	NA
ENSG00000248474	long intergenic non-protein coding RNA 2122	NA
ENSG00000248476	BACH1 intronic transcript 1	NA
ENSG00000248477	NAIP pseudogene 3	NA
ENSG00000248483	POU domain class 5, transcription factor 2	NP_694948.1
ENSG00000248485	Purkinje cell protein 4 like 1	NP_001096036.1
ENSG00000248487	abhydrolase domain containing 14A	NP_056222.2
ENSG00000248488	phosphoglycerate mutase family member 4 pseudogene 2	NA
ENSG00000248489	long intergenic non-protein coding RNA 2062	NA
ENSG00000248492	ZFAT antisense RNA 1	NA
ENSG00000248494	LNX1 antisense RNA 2	NA
ENSG00000248498	ASNS pseudogene 1	NA
ENSG00000248505	long intergenic non-protein coding RNA 2380	NA
ENSG00000248506	tubulin alpha pseudogene 10	NA
ENSG00000248507	olfactory receptor family 5 subfamily H member 4 pseudogene	NA
ENSG00000248508	SRP14 divergent transcript	NA
ENSG00000248510	long intergenic non-protein coding RNA 2267	NA
ENSG00000248517	long intergenic non-protein coding RNA 2437	NA
ENSG00000248522	SET binding factor 1 pseudogene 1	NA
ENSG00000248527	MT-ATP6 pseudogene 1	NA
ENSG00000248528	long intergenic non-protein coding RNA 2058	NA
ENSG00000248529	uncharacterized LOC101928651	NA
ENSG00000248530	BCL2 like 12 pseudogene 1	NA
ENSG00000248531	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 12	NA
ENSG00000248538	uncharacterized LOC157273	NA
ENSG00000248539	long intergenic non-protein coding RNA 2117	NA
ENSG00000248540	uncharacterized LOC283731	NA
ENSG00000248543	nucleophosmin 1 pseudogene 41	NA
ENSG00000248546	acidic nuclear phosphoprotein 32 family member C	NP_001375412.1,NP_036535.1
ENSG00000248548	MT-ND4 pseudogene 8	NA
ENSG00000248550	OTX2 antisense RNA 1 (head to head)	NA
ENSG00000248553	olfactory receptor family 52 subfamily H member 2 pseudogene	NA
ENSG00000248554	C5orf34 antisense RNA 1	NA
ENSG00000248555	long intergenic non-protein coding RNA 1339	NA
ENSG00000248565	trans-2,3-enoyl-CoA reductase pseudogene 2	NA
ENSG00000248568	keratin 8 pseudogene 48	NA
ENSG00000248572	EGFLAM antisense RNA 2	NA
ENSG00000248573	PTPN13 like Y-linked pseudogene 6	NA
ENSG00000248574	ADAM metallopeptidase domain 20 pseudogene 2	NA
ENSG00000248578	nucleophosmin 1 pseudogene 21	NA
ENSG00000248587	GDNF antisense RNA 1	NA
ENSG00000248590	glycine decarboxylase pseudogene 1	NA
ENSG00000248592	STIMATE-MUSTN1 readthrough	NP_001185903.2
ENSG00000248593	DSTN pseudogene 2	NA
ENSG00000248599	uncharacterized LOC441374	NA
ENSG00000248610	heat shock protein family A (Hsp70) member 8 pseudogene 4	NA
ENSG00000248616	ANKRD49 pseudogene 3	NA
ENSG00000248618	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 3	NA
ENSG00000248626	glyceraldehyde 3 phosphate dehydrogenase pseudogene 40	NA
ENSG00000248633	tryptophan rich basic protein pseudogene 1	NA
ENSG00000248640	heterogeneous nuclear ribonucleoprotein A1 pseudogene 56	NA
ENSG00000248641	high mobility group AT-hook 1 pseudogene 2	NA
ENSG00000248642	olfactory receptor family 10 subfamily J member 2 pseudogene	NA
ENSG00000248643	RBM14-RBM4 readthrough	NP_001185774.1,NP_001185775.1
ENSG00000248651	glycine cleavage system protein H pseudogene 1	NA
ENSG00000248654	MT-CO3 pseudogene 44	NA
ENSG00000248660	sorcin pseudogene 1	NA
ENSG00000248663	long intergenic non-protein coding RNA 992	NA
ENSG00000248668	OXCT1 antisense RNA 1	NA
ENSG00000248671	ALG1 like 9, pseudogene	NA
ENSG00000248672	LY75-CD302 readthrough	NP_001185688.1,NP_001185689.1
ENSG00000248673	long intergenic non-protein coding RNA 1331	NA
ENSG00000248674	RBBP4 pseudogene 6	NA
ENSG00000248677	long intergenic non-protein coding RNA 2102	NA
ENSG00000248682	ARHGAP22 intronic transcript 1	NA
ENSG00000248684	bridging integrator 2 pseudogene 2	NA
ENSG00000248685	long intergenic non-protein coding RNA 2484	NA
ENSG00000248690	HAS2 antisense RNA 1	NA
ENSG00000248692	ADGRL3 antisense RNA 1	NA
ENSG00000248693	long intergenic non-protein coding RNA 2100	NA
ENSG00000248697	TOX high mobility group box family member 4 pseudogene 1	NA
ENSG00000248698	long intergenic non-protein coding RNA 1085	NA
ENSG00000248703	long intergenic non-protein coding RNA 2415	NA
ENSG00000248704	MT-ND4 pseudogene 2	NA
ENSG00000248708	long intergenic non-protein coding RNA 2144	NA
ENSG00000248711	THUMP domain containing 3 pseudogene 1	NA
ENSG00000248712	coiled-coil domain containing 153	NP_001138490.1
ENSG00000248713	chromosome 4 open reading frame 54	NP_001341364.1
ENSG00000248717	long intergenic non-protein coding RNA 2222	NA
ENSG00000248720	ret finger protein like 4A pseudogene 5	NA
ENSG00000248722	adenylate kinase 3 pseudogene 4	NA
ENSG00000248724	NPHP3 antisense RNA 1	NA
ENSG00000248727	long intergenic non-protein coding RNA 1948	NA
ENSG00000248729	MT-CO1 pseudogene 30	NA
ENSG00000248730	EGFLAM antisense RNA 4	NA
ENSG00000248735	R3H domain containing 2 pseudogene 1	NA
ENSG00000248738	uncharacterized LOC101929237	NA
ENSG00000248740	long intergenic non-protein coding RNA 2428	NA
ENSG00000248745	NMNAT1 pseudogene 4	NA
ENSG00000248746	actinin alpha 3	NP_001095.2,NP_001245300.2
ENSG00000248748	MT-ND5 pseudogene 9	NA
ENSG00000248757	long intergenic non-protein coding RNA 2115	NA
ENSG00000248765	MT-CYB pseudogene 37	NA
ENSG00000248767	forkhead box L3	NP_001361767.1
ENSG00000248771	small integral membrane protein 31	NP_001339814.1
ENSG00000248780	ADP ribosylation factor like GTPase 4A pseudogene 2	NA
ENSG00000248781	proteasome 26S subunit, ATPase 1 pseudogene 4	NA
ENSG00000248785	HIG1 hypoxia inducible domain family member 1A pseudogene 14	NA
ENSG00000248789	long intergenic non-protein coding RNA 2118	NA
ENSG00000248792	long intergenic non-protein coding RNA 266-2, pseudogene	NA
ENSG00000248796	mediator complex subunit 15 pseudogene 8	NA
ENSG00000248801	C8orf34 antisense RNA 1	NA
ENSG00000248807	keratin associated protein 9-12, pseudogene	NA
ENSG00000248809	long intergenic non-protein coding RNA 1095	NA
ENSG00000248810	long intergenic non-protein coding RNA 2432	NA
ENSG00000248817	PMPCA pseudogene 1	NA
ENSG00000248820	dynein light chain LC8-type 1 pseudogene 6	NA
ENSG00000248822	apolipoprotein B mRNA editing enzyme catalytic subunit 3A pseudogene 1	NA
ENSG00000248826	poly(rC) binding protein 2 pseudogene 3	NA
ENSG00000248830	zinc finger protein 807, pseudogene	NA
ENSG00000248834	microtubule affinity regulating kinase 2 pseudogene 5	NA
ENSG00000248838	phosphoglycerate mutase 1 pseudogene 13	NA
ENSG00000248844	long intergenic non-protein coding RNA 2753	NA
ENSG00000248846	long intergenic non-protein coding RNA 2065	NA
ENSG00000248848	pro-platelet basic protein pseudogene 2	NA
ENSG00000248854	heterogeneous nuclear ribonucleoprotein H1 pseudogene 3	NA
ENSG00000248858	uncharacterized LOC441369	NA
ENSG00000248859	long intergenic non-protein coding RNA 1574	NA
ENSG00000248866	USP46 divergent transcript	NA
ENSG00000248869	long intergenic non-protein coding RNA 2511	NA
ENSG00000248871	TNFSF12-TNFSF13 readthrough	NP_742086.1
ENSG00000248872	long intergenic non-protein coding RNA 2431	NA
ENSG00000248873	SERPINE1 mRNA binding protein 1 pseudogene 6	NA
ENSG00000248874	long intergenic non-protein coding RNA 2899	NA
ENSG00000248877	piggyBac transposable element derived 4 pseudogene 4	NA
ENSG00000248880	interactor of little elongation complex ELL subunit 2 pseudogene 1	NA
ENSG00000248883	B4GALNT2 pseudogene 1	NA
ENSG00000248885	septin 7 pseudogene 10	NA
ENSG00000248886	UDP glucuronosyltransferase family 2 member A3 pseudogene 7	NA
ENSG00000248890	HHIP antisense RNA 1	NA
ENSG00000248893	family with sequence similarity 138 member E	NA
ENSG00000248896	uncharacterized LOC102723313	NA
ENSG00000248901	long intergenic non-protein coding RNA 1846	NA
ENSG00000248905	formin 1	NP_001096654.1,NP_001264242.1,NP_001264243.1
ENSG00000248907	MT-ND2 pseudogene 33	NA
ENSG00000248908	long intergenic non-protein coding RNA 2239	NA
ENSG00000248909	high mobility group box 1 pseudogene 21	NA
ENSG00000248913	prohibitin pseudogene 14	NA
ENSG00000248915	ACTR6 pseudogene 1	NA
ENSG00000248916	nucleoporin 210 pseudogene 3	NA
ENSG00000248919	ATP5MF-PTCD1 readthrough	NP_001185808.1
ENSG00000248920	ubiquitin specific peptidase 17 like family member 19	NP_001243789.1
ENSG00000248923	MT-ND5 pseudogene 11	NA
ENSG00000248929	HIG1 hypoxia inducible domain family member 1A pseudogene 3	NA
ENSG00000248930	CHP1 pseudogene 1	NA
ENSG00000248931	MT-CYB pseudogene 40	NA
ENSG00000248932	COPB2 divergent transcript	NA
ENSG00000248933	ubiquitin specific peptidase 17 like family member 22	NP_001243792.1
ENSG00000248942	long intergenic non-protein coding RNA 1335	NA
ENSG00000248944	family with sequence similarity 90 member A6, pseudogene	NA
ENSG00000248946	MT-ND3 pseudogene 22	NA
ENSG00000248950	lactate dehydrogenase B pseudogene 3	NA
ENSG00000248951	MT-CO2 pseudogene 32	NA
ENSG00000248956	high mobility group box 1 pseudogene 44	NA
ENSG00000248958	zinc finger SWIM-type containing 5 pseudogene 3	NA
ENSG00000248964	uncharacterized LOC101929470	NA
ENSG00000248966	BCL2 associated transcription factor 1 pseudogene 1	NA
ENSG00000248971	keratin 8 pseudogene 46	NA
ENSG00000248979	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 pseudogene 2	NA
ENSG00000248980	SPCS3 antisense RNA 1	NA
ENSG00000248987	peroxiredoxin 4 pseudogene 1	NA
ENSG00000248988	proteasome activator subunit 2 pseudogene 3	NA
ENSG00000248990	long intergenic non-protein coding RNA 2758	NA
ENSG00000248994	uncharacterized LOC105374618	NA
ENSG00000248995	long intergenic non-protein coding RNA 2231	NA
ENSG00000248998	elongation factor like GTPase 1 pseudogene 2	NA
ENSG00000249003	clustered mitochondria homolog pseudogene 4	NA
ENSG00000249004	protein arginine methyltransferase 5 pseudogene 1	NA
ENSG00000249005	family with sequence similarity 90 member A4, pseudogene	NA
ENSG00000249013	ferritin heavy chain 1 pseudogene 21	NA
ENSG00000249014	high mobility group nucleosomal binding domain 2 pseudogene 4	NA
ENSG00000249018	glyceraldehyde 3 phosphate dehydrogenase pseudogene 56	NA
ENSG00000249020	small nucleolar RNA, H/ACA box 58	NA
